"kD" "kA" "DF"
0.195 0.1825 0.272131192382783
0.1975 0.1825 0.269750395306542
0.2 0.1825 0.267387032872503
0.2025 0.1825 0.265042655951719
0.205 0.1825 0.262718602803188
0.2075 0.1825 0.260416020851281
0.21 0.1825 0.258135886625817
0.2125 0.1825 0.255879023883426
0.215 0.1825 0.25364611998109
0.2175 0.1825 0.251437740607193
0.22 0.1825 0.249254342995435
0.2225 0.1825 0.247096287755668
0.225 0.1825 0.244963849456258
0.2275 0.1825 0.242857226087409
0.23 0.1825 0.240776547526349
0.2325 0.1825 0.238721883114724
0.235 0.1825 0.23669324844739
0.2375 0.1825 0.23469061146076
0.24 0.1825 0.232713897898394
0.2425 0.1825 0.230762996222079
0.245 0.1825 0.228837762028135
0.2475 0.1825 0.226938022021299
0.25 0.1825 0.225063577592123
0.2525 0.1825 0.223214208038294
0.255 0.1825 0.221389673465552
0.2575 0.1825 0.21958971739985
0.26 0.1825 0.217814069138894
0.2625 0.1825 0.216062445868207
0.265 0.1825 0.214334554564271
0.2675 0.1825 0.212630093704975
0.27 0.1825 0.210948754805675
0.2725 0.1825 0.209290223797341
0.275 0.1825 0.207654182261697
0.2775 0.1825 0.206040308536891
0.28 0.1825 0.204448278705939
0.2825 0.1825 0.202877767479032
0.285 0.1825 0.201328448979812
0.2875 0.1825 0.19979999744474
0.29 0.1825 0.198292087843872
0.2925 0.1825 0.196804396430559
0.295 0.1825 0.195336601226922
0.2975 0.1825 0.193888382451295
0.3 0.1825 0.192459422893253
0.3025 0.1825 0.191049408241346
0.305 0.1825 0.189658027368151
0.3075 0.1825 0.188284972576838
0.31 0.1825 0.186929939813071
0.3125 0.1825 0.185592628845666
0.315 0.1825 0.184272743419155
0.3175 0.1825 0.182969991381068
0.32 0.1825 0.181684084786521
0.3225 0.1825 0.180414739982412
0.325 0.1825 0.179161677673348
0.3275 0.1825 0.177924622971202
0.33 0.1825 0.176703305430032
0.3325 0.1825 0.175497459067922
0.335 0.1825 0.174306822377165
0.3375 0.1825 0.173131138324064
0.34 0.1825 0.171970154339521
0.3425 0.1825 0.17082362230145
0.345 0.1825 0.16969129850997
0.3475 0.1825 0.168572943656245
0.35 0.1825 0.167468322785725
0.3525 0.1825 0.166377205256508
0.355 0.1825 0.165299364693446
0.3575 0.1825 0.164234578938576
0.36 0.1825 0.163182629998375
0.3625 0.1825 0.162143303988318
0.365 0.1825 0.161116391075158
0.3675 0.1825 0.16010168541729
0.37 0.1825 0.159098985103562
0.3725 0.1825 0.158108092090809
0.375 0.1825 0.157128812140416
0.3775 0.1825 0.156160954754122
0.38 0.1825 0.155204333109316
0.3825 0.1825 0.154258763994
0.385 0.1825 0.1533240677416
0.3875 0.1825 0.152400068165791
0.39 0.1825 0.151486592495459
0.3925 0.1825 0.150583471309935
0.395 0.1825 0.149690538474613
0.3975 0.1825 0.14880763107703
0.4 0.1825 0.147934589363516
0.4025 0.1825 0.147071256676469
0.405 0.1825 0.146217479392335
0.4075 0.1825 0.145373106860334
0.41 0.1825 0.144537991341993
0.4125 0.1825 0.143711987951518
0.415 0.1825 0.142894954597046
0.4175 0.1825 0.142086751922799
0.42 0.1825 0.141287243252174
0.4225 0.1825 0.140496294531775
0.425 0.1825 0.139713774276412
0.4275 0.1825 0.138939553515079
0.43 0.1825 0.138173505737905
0.4325 0.1825 0.137415506844106
0.435 0.1825 0.136665435090911
0.4375 0.1825 0.135923171043489
0.44 0.1825 0.135188597525861
0.4425 0.1825 0.134461599572792
0.445 0.1825 0.133742064382656
0.4475 0.1825 0.133029881271276
0.45 0.1825 0.132324941626725
0.4525 0.1825 0.131627138865072
0.455 0.1825 0.130936368387066
0.4575 0.1825 0.130252527535752
0.46 0.1825 0.129575515555002
0.4625 0.1825 0.128905233548942
0.465 0.1825 0.128241584442269
0.4675 0.1825 0.127584472941445
0.47 0.1825 0.126933805496743
0.4725 0.1825 0.126289490265143
0.475 0.1825 0.125651437074053
0.4775 0.1825 0.125019557385844
0.48 0.1825 0.124393764263186
0.4825 0.1825 0.123773972335162
0.485 0.1825 0.123160097764155
0.4875 0.1825 0.122552058213479
0.49 0.1825 0.121949772815755
0.4925 0.1825 0.121353162141999
0.495 0.1825 0.120762148171426
0.4975 0.1825 0.120176654261932
0.5 0.1825 0.119596605121266
0.0025 0.185 2.08194989513504e-06
0.005 0.185 2.84798114391972e-06
0.0075 0.185 4.03860461939665e-06
0.01 0.185 5.89576758879384e-06
0.0125 0.185 8.80480829155819e-06
0.015 0.185 1.33813649548114e-05
0.0175 0.185 2.06119520286158e-05
0.02 0.185 3.2081848049203e-05
0.0225 0.185 5.03452665278238e-05
0.025 0.185 7.95276749808726e-05
0.0275 0.185 0.000126307096345253
0.03 0.185 0.000201513793213137
0.0325 0.185 0.000322736761618549
0.035 0.185 0.00051856138418885
0.0375 0.185 0.000835424861235918
0.04 0.185 0.00134860135022081
0.0425 0.185 0.00217950533392975
0.045 0.185 0.00352213556390941
0.0475 0.185 0.00568136760305459
0.05 0.185 0.00912306203845699
0.0525 0.185 0.0145266395560854
0.055 0.185 0.0228090433474261
0.0575 0.185 0.0350529361707482
0.06 0.185 0.0522436552778555
0.0625 0.185 0.0747779399448703
0.065 0.185 0.101952197752526
0.0675 0.185 0.13190658522355
0.07 0.185 0.162251148354078
0.0725 0.185 0.190911859715452
0.075 0.185 0.216599282617621
0.0775 0.185 0.238801720445767
0.08 0.185 0.257545287972129
0.0825 0.185 0.273141053950001
0.085 0.185 0.286007168130265
0.0875 0.185 0.296568772568371
0.09 0.185 0.305211574823019
0.0925 0.185 0.312265938181196
0.095 0.185 0.31800609730648
0.0975 0.185 0.322655804797529
0.1 0.185 0.326395985778509
0.1025 0.185 0.3293723602063
0.105 0.185 0.331702217410343
0.1075 0.185 0.333480115464027
0.11 0.185 0.334782537524168
0.1125 0.185 0.335671635501152
0.115 0.185 0.336198214646917
0.1175 0.185 0.336404103804658
0.12 0.185 0.336324035734946
0.1225 0.185 0.335987139495369
0.125 0.185 0.335418126212628
0.1275 0.185 0.334638232071716
0.13 0.185 0.333665968124902
0.1325 0.185 0.332517715294248
0.135 0.185 0.331208194257947
0.1375 0.185 0.329750833315936
0.14 0.185 0.328158052410097
0.1425 0.185 0.326441477870519
0.145 0.185 0.324612099866067
0.1475 0.185 0.322680382695165
0.15 0.185 0.320656336740638
0.1525 0.185 0.318549559945985
0.155 0.185 0.316369255899387
0.1575 0.185 0.314124234921186
0.16 0.185 0.311822903860519
0.1625 0.185 0.309473249572534
0.165 0.185 0.307082820255098
0.1675 0.185 0.30465870798566
0.17 0.185 0.302207534945281
0.1725 0.185 0.299735444988229
0.175 0.185 0.297248101453502
0.1775 0.185 0.29475069145502
0.18 0.185 0.292247936355199
0.1825 0.185 0.289744107734197
0.185 0.185 0.2872430479134
0.1875 0.185 0.284748193964556
0.19 0.185 0.282262604115282
0.1925 0.185 0.279788985523088
0.195 0.185 0.277329722507939
0.1975 0.185 0.274886904483934
0.2 0.185 0.272462352993739
0.2025 0.185 0.270057647409043
0.205 0.185 0.26767414900583
0.2075 0.185 0.26531302324793
0.21 0.185 0.262975260213312
0.2125 0.185 0.260661693175
0.215 0.185 0.258373015403992
0.2175 0.185 0.256109795298309
0.22 0.185 0.253872489963697
0.2225 0.185 0.251661457381073
0.225 0.185 0.249476967296756
0.2275 0.185 0.247319210966588
0.23 0.185 0.24518830987653
0.2325 0.185 0.24308432355171
0.235 0.185 0.241007256554773
0.2375 0.185 0.238957064763165
0.24 0.185 0.236933661004547
0.2425 0.185 0.234936920119983
0.245 0.185 0.23296668351599
0.2475 0.185 0.231022763259128
0.25 0.185 0.22910494576029
0.2525 0.185 0.227212995090336
0.255 0.185 0.225346655963858
0.2575 0.185 0.223505656423816
0.26 0.185 0.221689710256199
0.2625 0.185 0.219898519160792
0.265 0.185 0.218131774701488
0.2675 0.185 0.216389160057189
0.27 0.185 0.214670351592327
0.2725 0.185 0.212975020264164
0.275 0.185 0.211302832882394
0.2775 0.185 0.209653453235128
0.28 0.185 0.208026543093995
0.2825 0.185 0.206421763109929
0.285 0.185 0.20483877361009
0.2875 0.185 0.203277235305447
0.29 0.185 0.201736809917622
0.2925 0.185 0.200217160732812
0.295 0.185 0.198717953089868
0.2975 0.185 0.197238854808954
0.3 0.185 0.195779536566601
0.3025 0.185 0.194339672222433
0.305 0.185 0.192918939102342
0.3075 0.185 0.191517018242434
0.31 0.185 0.190133594597672
0.3125 0.185 0.188768357218766
0.315 0.185 0.187420999400523
0.3175 0.185 0.186091218804566
0.32 0.185 0.184778717559051
0.3225 0.185 0.183483202337794
0.325 0.185 0.182204384420918
0.3275 0.185 0.180941979739024
0.33 0.185 0.179695708902617
0.3325 0.185 0.178465297218393
0.335 0.185 0.177250474693856
0.3375 0.185 0.176050976031527
0.34 0.185 0.17486654061397
0.3425 0.185 0.173696912480678
0.345 0.185 0.172541840297792
0.3475 0.185 0.171401077321514
0.35 0.185 0.170274381356029
0.3525 0.185 0.169161514706602
0.355 0.185 0.16806224412853
0.3575 0.185 0.166976340772508
0.36 0.185 0.165903580126933
0.3625 0.185 0.164843741957608
0.365 0.185 0.163796610245277
0.3675 0.185 0.162761973121374
0.37 0.185 0.161739622802304
0.3725 0.185 0.16072935552259
0.375 0.185 0.159730971467139
0.3775 0.185 0.158744274702879
0.38 0.185 0.157769073109995
0.3825 0.185 0.15680517831294
0.385 0.185 0.155852405611411
0.3875 0.185 0.154910573911444
0.39 0.185 0.15397950565676
0.3925 0.185 0.153059026760475
0.395 0.185 0.152148966537306
0.3975 0.185 0.151249157636344
0.4 0.185 0.150359435974484
0.4025 0.185 0.149479640670589
0.405 0.185 0.148609613980439
0.4075 0.185 0.147749201232531
0.41 0.185 0.146898250764766
0.4125 0.185 0.146056613862067
0.415 0.185 0.14522414469496
0.4175 0.185 0.144400700259135
0.42 0.185 0.143586140316028
0.4225 0.185 0.142780327334422
0.425 0.185 0.141983126433085
0.4275 0.185 0.141194405324466
0.43 0.185 0.14041403425943
0.4325 0.185 0.139641885973063
0.435 0.185 0.13887783563152
0.4375 0.185 0.138121760779938
0.44 0.185 0.13737354129139
0.4425 0.185 0.136633059316885
0.445 0.185 0.135900199236404
0.4475 0.185 0.135174847610954
0.45 0.185 0.134456893135649
0.4525 0.185 0.133746226593783
0.455 0.185 0.133042740811897
0.4575 0.185 0.132346330615822
0.46 0.185 0.131656892787688
0.4625 0.185 0.130974326023877
0.465 0.185 0.130298530893905
0.4675 0.185 0.12962940980023
0.47 0.185 0.128966866938956
0.4725 0.185 0.128310808261413
0.475 0.185 0.127661141436623
0.4775 0.185 0.1270177758146
0.48 0.185 0.126380622390498
0.4825 0.185 0.125749593769565
0.485 0.185 0.125124604132912
0.4875 0.185 0.124505569204054
0.49 0.185 0.123892406216229
0.4925 0.185 0.123285033880464
0.495 0.185 0.122683372354378
0.4975 0.185 0.122087343211707
0.5 0.185 0.121496869412524
0.0025 0.1875 2.10987482249443e-06
0.005 0.1875 2.90133740201074e-06
0.0075 0.1875 4.13957695060135e-06
0.01 0.1875 6.0837543695176e-06
0.0125 0.1875 9.14934325861392e-06
0.015 0.1875 1.40045272695833e-05
0.0175 0.1875 2.1727152972239e-05
0.02 0.1875 3.40608488627582e-05
0.0225 0.1875 5.3833805897163e-05
0.025 0.1875 8.56446843633125e-05
0.0275 0.1875 0.000136987399961454
0.03 0.1875 0.000220096469542764
0.0325 0.1875 0.000354972361669191
0.035 0.1875 0.000574328441857584
0.0375 0.1875 0.000931633860133813
0.04 0.1875 0.00151404850250517
0.0425 0.1875 0.00246282256157952
0.045 0.1875 0.00400437091449214
0.0475 0.1875 0.00649473065975698
0.05 0.1875 0.0104759014583248
0.0525 0.1875 0.0167295308757125
0.055 0.1875 0.0262849216769054
0.0575 0.1875 0.0402960490983672
0.06 0.1875 0.0596849211095086
0.0625 0.1875 0.0845649421785352
0.065 0.1875 0.113780889040287
0.0675 0.1875 0.145089096907541
0.07 0.1875 0.175992072517204
0.0725 0.1875 0.204563570763671
0.075 0.1875 0.229758791862433
0.0775 0.1875 0.25128229207116
0.08 0.1875 0.269304417304245
0.0825 0.1875 0.284215074488187
0.085 0.1875 0.29646718574048
0.0875 0.1875 0.306495534329934
0.09 0.1875 0.314682908134529
0.0925 0.1875 0.321351419532177
0.095 0.1875 0.326765496037999
0.0975 0.1875 0.331139322794596
0.1 0.1875 0.334645241089942
0.1025 0.1875 0.337421589030657
0.105 0.1875 0.339579450715557
0.1075 0.1875 0.341208230871745
0.11 0.1875 0.342380157738215
0.1125 0.1875 0.343153876943198
0.115 0.1875 0.343577303069898
0.1175 0.1875 0.343689877412048
0.12 0.1875 0.343524355822692
0.1225 0.1875 0.343108226392835
0.125 0.1875 0.342464835553726
0.1275 0.1875 0.341614283733324
0.13 0.1875 0.340574137749898
0.1325 0.1875 0.339359996235899
0.135 0.1875 0.337985936035676
0.1375 0.1875 0.336464861228573
0.14 0.1875 0.334808771775072
0.1425 0.1875 0.333028965412483
0.145 0.1875 0.331136184038311
0.1475 0.1875 0.329140714158107
0.15 0.1875 0.327052449822772
0.1525 0.1875 0.324880925653277
0.155 0.1875 0.322635326897627
0.1575 0.1875 0.320324482868427
0.16 0.1875 0.31795684948881
0.1625 0.1875 0.31554048598401
0.165 0.1875 0.31308302998346
0.1675 0.1875 0.31059167445918
0.17 0.1875 0.308073149055667
0.1725 0.1875 0.305533707510346
0.175 0.1875 0.302979122069173
0.1775 0.1875 0.300414685110128
0.18 0.1875 0.29784521762738
0.1825 0.1875 0.295275083815287
0.185 0.1875 0.292708210724624
0.1875 0.1875 0.290148111830924
0.19 0.1875 0.287597913335804
0.1925 0.1875 0.28506038209033
0.195 0.1875 0.282537954157595
0.1975 0.1875 0.280032763194262
0.2 0.1875 0.277546668006096
0.2025 0.1875 0.275081278803709
0.205 0.1875 0.272637981840371
0.2075 0.1875 0.27021796224677
0.21 0.1875 0.26782222498523
0.2125 0.1875 0.265451613928231
0.215 0.1875 0.263106829125086
0.2175 0.1875 0.260788442359759
0.22 0.1875 0.258496911125709
0.2225 0.1875 0.256232591154078
0.225 0.1875 0.253995747632981
0.2275 0.1875 0.251786565250916
0.23 0.1875 0.249605157188788
0.2325 0.1875 0.24745157317451
0.235 0.1875 0.245325806702791
0.2375 0.1875 0.243227801511566
0.24 0.1875 0.241157457395912
0.2425 0.1875 0.239114635430702
0.245 0.1875 0.237099162664627
0.2475 0.1875 0.235110836340706
0.25 0.1875 0.23314942769187
0.2525 0.1875 0.231214685354538
0.255 0.1875 0.229306338438285
0.2575 0.1875 0.227424099285461
0.26 0.1875 0.225567665951023
0.2625 0.1875 0.223736724429717
0.265 0.1875 0.221930950654919
0.2675 0.1875 0.220150012291101
0.27 0.1875 0.218393570339702
0.2725 0.1875 0.216661280576274
0.275 0.1875 0.214952794835091
0.2775 0.1875 0.213267762155859
0.28 0.1875 0.211605829805788
0.2825 0.1875 0.209966644189049
0.285 0.1875 0.208349851654499
0.2875 0.1875 0.206755099211546
0.29 0.1875 0.205182035163088
0.2925 0.1875 0.203630309663636
0.295 0.1875 0.202099575209953
0.2975 0.1875 0.200589487070844
0.3 0.1875 0.199099703662144
0.3025 0.1875 0.197629886872312
0.305 0.1875 0.196179702343604
0.3075 0.1875 0.194748819713251
0.31 0.1875 0.193336912818706
0.3125 0.1875 0.191943659870608
0.315 0.1875 0.190568743596766
0.3175 0.1875 0.189211851360145
0.32 0.1875 0.187872675253584
0.3225 0.1875 0.186550912173662
0.325 0.1875 0.185246263875939
0.3275 0.1875 0.183958437013572
0.33 0.1875 0.182687143161104
0.3325 0.1875 0.181432098825061
0.335 0.1875 0.18019302544284
0.3375 0.1875 0.178969649371211
0.34 0.1875 0.17776170186563
0.3425 0.1875 0.17656891905148
0.345 0.1875 0.175391041888178
0.3475 0.1875 0.174227816127059
0.35 0.1875 0.173078992263845
0.3525 0.1875 0.171944325486376
0.355 0.1875 0.170823575618296
0.3575 0.1875 0.169716507059255
0.36 0.1875 0.168622888722156
0.3625 0.1875 0.167542493967913
0.365 0.1875 0.166475100538161
0.3675 0.1875 0.165420490486278
0.37 0.1875 0.164378450107078
0.3725 0.1875 0.163348769865471
0.375 0.1875 0.16233124432437
0.3775 0.1875 0.16132567207208
0.38 0.1875 0.160331855649399
0.3825 0.1875 0.15934960147662
0.385 0.1875 0.158378719780606
0.3875 0.1875 0.157419024522087
0.39 0.1875 0.156470333323329
0.3925 0.1875 0.155532467396277
0.395 0.1875 0.154605251471286
0.3975 0.1875 0.153688513726532
0.4 0.1875 0.152782085718183
0.4025 0.1875 0.151885802311392
0.405 0.1875 0.150999501612182
0.4075 0.1875 0.150123024900273
0.41 0.1875 0.149256216562876
0.4125 0.1875 0.148398924029528
0.415 0.1875 0.147550997707947
0.4175 0.1875 0.146712290920988
0.42 0.1875 0.145882659844665
0.4225 0.1875 0.145061963447287
0.425 0.1875 0.144250063429718
0.4275 0.1875 0.143446824166742
0.43 0.1875 0.142652112649569
0.4325 0.1875 0.141865798429457
0.435 0.1875 0.141087753562457
0.4375 0.1875 0.140317852555284
0.44 0.1875 0.139555972312295
0.4425 0.1875 0.138801992083571
0.445 0.1875 0.138055793414094
0.4475 0.1875 0.137317260094003
0.45 0.1875 0.136586278109934
0.4525 0.1875 0.135862735597393
0.455 0.1875 0.135146522794195
0.4575 0.1875 0.134437531994912
0.46 0.1875 0.133735657506343
0.4625 0.1875 0.133040795603974
0.465 0.1875 0.132352844489417
0.4675 0.1875 0.131671704248809
0.47 0.1875 0.130997276812154
0.4725 0.1875 0.130329465913594
0.475 0.1875 0.129668177052581
0.4775 0.1875 0.129013317455949
0.48 0.1875 0.128364796040845
0.4825 0.1875 0.127722523378529
0.485 0.1875 0.127086411658994
0.4875 0.1875 0.126456374656423
0.49 0.1875 0.125832327695429
0.4925 0.1875 0.125214187618094
0.495 0.1875 0.124601872751759
0.4975 0.1875 0.123995302877581
0.5 0.1875 0.123394399199804
0.0025 0.19 2.13793079314021e-06
0.005 0.19 2.95541835572126e-06
0.0075 0.19 4.2427913599434e-06
0.01 0.19 6.27745852514117e-06
0.0125 0.19 9.50707947238371e-06
0.015 0.19 1.46563744168462e-05
0.0175 0.19 2.29021783113663e-05
0.02 0.19 3.61609874895313e-05
0.0225 0.19 5.75622371516663e-05
0.025 0.19 9.22285744234891e-05
0.0275 0.19 0.000148563737933683
0.03 0.19 0.000240378975838258
0.0325 0.19 0.000390400578223267
0.035 0.19 0.000636037758990685
0.0375 0.19 0.00103880548561442
0.04 0.19 0.00169952895421925
0.0425 0.19 0.00278233616499279
0.045 0.19 0.00455103878148177
0.0475 0.19 0.00742040694383875
0.05 0.19 0.0120185968254746
0.0525 0.19 0.0192390886508408
0.055 0.19 0.0302240062017241
0.0575 0.19 0.0461738529059877
0.06 0.19 0.067884165461363
0.0625 0.19 0.0951049912306353
0.065 0.19 0.126201845410356
0.0675 0.19 0.158611345753196
0.07 0.19 0.18982707171697
0.0725 0.19 0.218130906045607
0.075 0.19 0.242732219011287
0.0775 0.19 0.26353437851647
0.08 0.19 0.28082965576156
0.0825 0.19 0.29506935096395
0.085 0.19 0.306730067993848
0.0875 0.19 0.316250023411152
0.09 0.19 0.324005969001056
0.0925 0.19 0.330310411843057
0.095 0.19 0.335417549486871
0.0975 0.19 0.339532033322691
0.1 0.19 0.342817854194173
0.1025 0.19 0.345406269092556
0.105 0.19 0.347402460566376
0.1075 0.19 0.348890958094907
0.11 0.19 0.349939977289267
0.1125 0.19 0.350604862659633
0.115 0.19 0.35093080884181
0.1175 0.19 0.350955010045934
0.12 0.19 0.350708359903201
0.1225 0.19 0.350216798657797
0.125 0.19 0.349502383343275
0.1275 0.19 0.348584139335668
0.13 0.19 0.347478738076598
0.1325 0.19 0.34620103523601
0.135 0.19 0.344764495572678
0.1375 0.19 0.343181524755023
0.14 0.19 0.341463724007024
0.1425 0.19 0.33962208029569
0.145 0.19 0.337667102584307
0.1475 0.19 0.335608913189703
0.15 0.19 0.333457302286663
0.1525 0.19 0.331221752914159
0.155 0.19 0.328911443303303
0.1575 0.19 0.326535232846375
0.16 0.19 0.324101637476548
0.1625 0.19 0.321618799582672
0.165 0.19 0.319094456831164
0.1675 0.19 0.316535913426165
0.17 0.19 0.313950016449362
0.1725 0.19 0.311343139034115
0.175 0.19 0.308721171297867
0.1775 0.19 0.306089519229041
0.18 0.19 0.303453111133112
0.1825 0.19 0.300816410804918
0.185 0.19 0.298183436312027
0.1875 0.19 0.295557783134851
0.19 0.19 0.292942650390893
0.1925 0.19 0.290340868945319
0.195 0.19 0.287754930348639
0.1975 0.19 0.285187015717208
0.2 0.19 0.282639023860454
0.2025 0.19 0.280112598142017
0.205 0.19 0.277609151728291
0.2075 0.19 0.275129891019765
0.21 0.19 0.272675837175135
0.2125 0.19 0.27024784572573
0.215 0.19 0.26784662434053
0.2175 0.19 0.265472748843692
0.22 0.19 0.263126677610989
0.2225 0.19 0.26080876448296
0.225 0.19 0.258519270334485
0.2275 0.19 0.25625837343596
0.23 0.19 0.254026178732819
0.2325 0.19 0.251822726159475
0.235 0.19 0.249647998092453
0.2375 0.19 0.247501926036096
0.24 0.19 0.245384396623621
0.2425 0.19 0.243295257006545
0.245 0.19 0.241234319696843
0.2475 0.19 0.239201366918566
0.25 0.19 0.237196154519037
0.2525 0.19 0.235218415483995
0.255 0.19 0.233267863096141
0.2575 0.19 0.231344193772206
0.26 0.19 0.229447089610007
0.2625 0.19 0.227576220673661
0.265 0.19 0.225731247042325
0.2675 0.19 0.223911820645287
0.27 0.19 0.22211758690404
0.2725 0.19 0.220348186199958
0.275 0.19 0.218603255184411
0.2775 0.19 0.216882427946596
0.28 0.19 0.215185337052852
0.2825 0.19 0.213511614469987
0.285 0.19 0.211860892383914
0.2875 0.19 0.210232803923853
0.29 0.19 0.20862698380138
0.2925 0.19 0.207043068872706
0.295 0.19 0.205480698631814
0.2975 0.19 0.20393951564129
0.3 0.19 0.202419165907117
0.3025 0.19 0.200919299203024
0.305 0.19 0.199439569349498
0.3075 0.19 0.197979634452052
0.31 0.19 0.196539157102915
0.3125 0.19 0.195117804549907
0.315 0.19 0.193715248835884
0.3175 0.19 0.192331166911846
0.32 0.19 0.190965240726462
0.3225 0.19 0.189617157294537
0.325 0.19 0.18828660874667
0.3275 0.19 0.186973292362163
0.33 0.19 0.185676910587014
0.3325 0.19 0.184397171038676
0.335 0.19 0.18313378649907
0.3375 0.19 0.181886474897228
0.34 0.19 0.180654959282774
0.3425 0.19 0.179438967791367
0.345 0.19 0.178238233603074
0.3475 0.19 0.177052494894612
0.35 0.19 0.175881494786225
0.3525 0.19 0.174724981283948
0.355 0.19 0.173582707217916
0.3575 0.19 0.172454430177293
0.36 0.19 0.171339912442356
0.3625 0.19 0.170238920914224
0.365 0.19 0.169151227042628
0.3675 0.19 0.168076606752143
0.37 0.19 0.167014840367185
0.3725 0.19 0.165965712536117
0.375 0.19 0.164929012154708
0.3775 0.19 0.163904532289205
0.38 0.19 0.162892070099233
0.3825 0.19 0.161891426760707
0.385 0.19 0.160902407388945
0.3875 0.19 0.159924820962111
0.39 0.19 0.158958480245144
0.3925 0.19 0.158003201714266
0.395 0.19 0.157058805482202
0.3975 0.19 0.156125115224164
0.4 0.19 0.155201958104715
0.4025 0.19 0.154289164705547
0.405 0.19 0.153386568954254
0.4075 0.19 0.152494008054137
0.41 0.19 0.151611322415079
0.4125 0.19 0.150738355585534
0.415 0.19 0.149874954185647
0.4175 0.19 0.149020967841536
0.42 0.19 0.148176249120742
0.4225 0.19 0.147340653468865
0.425 0.19 0.1465140391474
0.4275 0.19 0.145696267172759
0.43 0.19 0.144887201256501
0.4325 0.19 0.144086707746756
0.435 0.19 0.143294655570834
0.4375 0.19 0.142510916179031
0.44 0.19 0.141735363489606
0.4425 0.19 0.140967873834917
0.445 0.19 0.140208325908724
0.4475 0.19 0.139456600714626
0.45 0.19 0.138712581515625
0.4525 0.19 0.137976153784802
0.455 0.19 0.137247205157085
0.4575 0.19 0.136525625382101
0.46 0.19 0.135811306278085
0.4625 0.19 0.135104141686828
0.465 0.19 0.134404027429656
0.4675 0.19 0.133710861264409
0.47 0.19 0.133024542843408
0.4725 0.19 0.132344973672391
0.475 0.19 0.131672057070394
0.4775 0.19 0.131005698130565
0.48 0.19 0.130345803681883
0.4825 0.19 0.129692282251772
0.485 0.19 0.129045044029585
0.4875 0.19 0.12840400083094
0.49 0.19 0.127769066062892
0.4925 0.19 0.127140154689917
0.495 0.19 0.126517183200697
0.4975 0.19 0.125900069575684
0.5 0.19 0.12528873325542
0.0025 0.1925 2.16612379758298e-06
0.005 0.1925 3.01024081931378e-06
0.0075 0.1925 4.34830580852017e-06
0.01 0.1925 6.47706123245139e-06
0.0125 0.1925 9.87852417023764e-06
0.015 0.1925 1.53382119257765e-05
0.0175 0.1925 2.414018538355e-05
0.02 0.1925 3.83895493727955e-05
0.0225 0.1925 6.15467703680829e-05
0.025 0.1925 9.93143827337436e-05
0.0275 0.1925 0.000161110069609852
0.03 0.1925 0.000262514340056677
0.0325 0.1925 0.000429332529070526
0.035 0.1925 0.000704311632971758
0.0375 0.1925 0.00115816424750727
0.04 0.1925 0.00190740892534913
0.0425 0.1925 0.00314251778447869
0.045 0.1925 0.00517033911492455
0.0475 0.1925 0.00847279289727185
0.05 0.1925 0.0137748091794687
0.0525 0.1925 0.0220903486421613
0.055 0.1925 0.0346698059381013
0.0575 0.1925 0.0527244598891997
0.06 0.1925 0.0768487942936064
0.0625 0.1925 0.106355098470148
0.065 0.1925 0.139130953007753
0.0675 0.1925 0.172380280055608
0.07 0.1925 0.203681402597836
0.0725 0.1925 0.23156676175498
0.075 0.1925 0.2554965861718
0.0775 0.1925 0.275551382375384
0.08 0.1925 0.292123774388406
0.0825 0.1925 0.305711169993557
0.085 0.1925 0.316804709981895
0.0875 0.1925 0.325841175632802
0.09 0.1925 0.333188977886761
0.0925 0.1925 0.339150118605642
0.095 0.1925 0.343968380856148
0.0975 0.1925 0.347839031538925
0.1 0.1925 0.350917993434985
0.1025 0.1925 0.353329757611406
0.105 0.1925 0.355173906323132
0.1075 0.1925 0.356530362047156
0.11 0.1925 0.35746355766983
0.1125 0.1925 0.358025729241718
0.115 0.1925 0.358259510638854
0.1175 0.1925 0.358199979293521
0.12 0.1925 0.357876272571437
0.1225 0.1925 0.357312868588945
0.125 0.1925 0.356530604042492
0.1275 0.1925 0.355547484709909
0.13 0.1925 0.354379331080866
0.1325 0.1925 0.353040291430026
0.135 0.1925 0.351543246970057
0.1375 0.1925 0.349900128012305
0.14 0.1925 0.34812215590969
0.1425 0.1925 0.346220022619723
0.145 0.1925 0.344204017720911
0.1475 0.1925 0.3420841113991
0.15 0.1925 0.339870001078902
0.1525 0.1925 0.337571128824737
0.155 0.1925 0.335196676220823
0.1575 0.1925 0.332755543036937
0.16 0.1925 0.330256315510331
0.1625 0.1925 0.327707229475804
0.165 0.1925 0.325116132844495
0.1675 0.1925 0.322490451088527
0.17 0.1925 0.319837158477713
0.1725 0.1925 0.317162756894002
0.175 0.1925 0.31447326317881
0.1775 0.1925 0.311774205200708
0.18 0.1925 0.309070626204158
0.1825 0.1925 0.306367096535216
0.185 0.1925 0.303667731540072
0.1875 0.1925 0.300976214284839
0.19 0.1925 0.298295821726689
0.1925 0.1925 0.29562945304756
0.195 0.1925 0.292979659010915
0.1975 0.1925 0.290348671389872
0.2 0.1925 0.287738431716659
0.2025 0.1925 0.28515061879946
0.205 0.1925 0.282586674630216
0.2075 0.1925 0.280047828458279
0.21 0.1925 0.277535118926758
0.2125 0.1925 0.275049414261476
0.215 0.1925 0.272591430569184
0.2175 0.1925 0.27016174834594
0.22 0.1925 0.267760827322769
0.2225 0.1925 0.265389019788107
