"kD" "kA" "DF"
0.225 0.1925 0.263046582528934
0.2275 0.1925 0.260733687528269
0.23 0.1925 0.258450431548198
0.2325 0.1925 0.256196844717014
0.235 0.1925 0.253972898227513
0.2375 0.1925 0.251778511242093
0.24 0.1925 0.249613557089539
0.2425 0.1925 0.247477868828486
0.245 0.1925 0.245371244243832
0.2475 0.1925 0.243293450334585
0.25 0.1925 0.241244227344958
0.2525 0.1925 0.23922329238465
0.255 0.1925 0.2372303426792
0.2575 0.1925 0.23526505848695
0.26 0.1925 0.233327105715287
0.2625 0.1925 0.231416138265526
0.265 0.1925 0.229531800132836
0.2675 0.1925 0.227673727285003
0.27 0.1925 0.225841549341533
0.2725 0.1925 0.224034891072479
0.275 0.1925 0.222253373734573
0.2775 0.1925 0.220496616260512
0.28 0.1925 0.218764236315785
0.2825 0.1925 0.217055851236024
0.285 0.1925 0.215371078856649
0.2875 0.1925 0.213709538245445
0.29 0.1925 0.212070850347693
0.2925 0.1925 0.210454638552568
0.295 0.1925 0.20886052918867
0.2975 0.1925 0.207288151955803
0.3 0.1925 0.205737140299434
0.3025 0.1925 0.204207131733651
0.305 0.1925 0.202697768117863
0.3075 0.1925 0.201208695891991
0.31 0.1925 0.199739566274431
0.3125 0.1925 0.198290035426658
0.315 0.1925 0.196859764587974
0.3175 0.1925 0.195448420183547
0.32 0.1925 0.194055673908577
0.3225 0.1925 0.192681202791187
0.325 0.1925 0.191324689236334
0.3275 0.1925 0.189985821052843
0.33 0.1925 0.188664291465447
0.3325 0.1925 0.187359799113538
0.335 0.1925 0.186072048038169
0.3375 0.1925 0.184800747658683
0.34 0.1925 0.183545612740214
0.3425 0.1925 0.182306363353202
0.345 0.1925 0.181082724825907
0.3475 0.1925 0.179874427690853
0.35 0.1925 0.178681207626025
0.3525 0.1925 0.177502805391528
0.355 0.1925 0.176338966762407
0.3575 0.1925 0.175189442458198
0.36 0.1925 0.174053988069754
0.3625 0.1925 0.172932363983824
0.365 0.1925 0.171824335305813
0.3675 0.1925 0.170729671781106
0.37 0.1925 0.169648147715312
0.3725 0.1925 0.168579541893705
0.375 0.1925 0.167523637500172
0.3775 0.1925 0.166480222035887
0.38 0.1925 0.165449087237934
0.3825 0.1925 0.164430028998067
0.385 0.1925 0.163422847281786
0.3875 0.1925 0.162427346047872
0.39 0.1925 0.1614433331685
0.3925 0.1925 0.16047062035008
0.395 0.1925 0.159509023054877
0.3975 0.1925 0.158558360423542
0.4 0.1925 0.157618455198609
0.4025 0.1925 0.156689133649007
0.405 0.1925 0.15577022549568
0.4075 0.1925 0.154861563838322
0.41 0.1925 0.153962985083291
0.4125 0.1925 0.153074328872719
0.415 0.1925 0.152195438014846
0.4175 0.1925 0.151326158415601
0.42 0.1925 0.150466339011442
0.4225 0.1925 0.149615831703457
0.425 0.1925 0.148774491292746
0.4275 0.1925 0.147942175417065
0.43 0.1925 0.147118744488759
0.4325 0.1925 0.14630406163395
0.435 0.1925 0.145497992632993
0.4375 0.1925 0.144700405862182
0.44 0.1925 0.143911172236701
0.4425 0.1925 0.143130165154807
0.445 0.1925 0.142357260443217
0.4475 0.1925 0.141592336303706
0.45 0.1925 0.140835273260891
0.4525 0.1925 0.140085954111169
0.455 0.1925 0.139344263872815
0.4575 0.1925 0.138610089737203
0.46 0.1925 0.137883321021142
0.4625 0.1925 0.137163849120303
0.465 0.1925 0.136451567463712
0.4675 0.1925 0.135746371469297
0.47 0.1925 0.135048158500468
0.4725 0.1925 0.134356827823697
0.475 0.1925 0.133672280567102
0.4775 0.1925 0.132994419679989
0.48 0.1925 0.13232314989334
0.4825 0.1925 0.131658377681237
0.485 0.1925 0.131000011223192
0.4875 0.1925 0.130347960367357
0.49 0.1925 0.129702136594609
0.4925 0.1925 0.129062452983482
0.495 0.1925 0.128428824175923
0.4975 0.1925 0.127801166343864
0.5 0.1925 0.127179397156574
0.0025 0.195 2.19445994967129e-06
0.005 0.195 3.06582187523085e-06
0.0075 0.195 4.45617937572768e-06
0.01 0.195 6.68274837426418e-06
0.0125 0.195 1.02642015620542e-05
0.015 0.195 1.60513990199634e-05
0.0175 0.195 2.54444856863287e-05
0.02 0.195 4.07542316956741e-05
0.0225 0.195 6.58046560773734e-05
0.025 0.195 0.000106939663442175
0.0275 0.195 0.000174706227358287
0.03 0.195 0.000286668886100067
0.0325 0.195 0.000472108626699194
0.035 0.195 0.000779835248059864
0.0375 0.195 0.00129106600727044
0.04 0.195 0.00214032028751569
0.0425 0.195 0.00354835399325856
0.045 0.195 0.00587141015206264
0.0475 0.195 0.00966783393245534
0.05 0.195 0.0157703404114541
0.0525 0.195 0.0253202885653144
0.055 0.195 0.0396651805096736
0.0575 0.195 0.0599789801923971
0.06 0.195 0.0865718398948944
0.0625 0.195 0.118257633050108
0.065 0.195 0.152478929552496
0.0675 0.195 0.186308461474206
0.07 0.195 0.21749096167002
0.0725 0.195 0.244834194262446
0.075 0.195 0.268036206249949
0.0775 0.195 0.287331033676113
0.08 0.195 0.303191679280488
0.0825 0.195 0.316148580347299
0.085 0.195 0.326700002940687
0.0875 0.195 0.335277542346556
0.09 0.195 0.342239613851104
0.0925 0.195 0.347877166011893
0.095 0.195 0.352423560757413
0.0975 0.195 0.356064911475289
0.1 0.195 0.358949386126602
0.1025 0.195 0.361195030306361
0.105 0.195 0.362896120542426
0.1075 0.195 0.364128229074663
0.11 0.195 0.364952223311186
0.1125 0.195 0.365417411380074
0.115 0.195 0.365564014711934
0.1175 0.195 0.365425114846401
0.12 0.195 0.365028190832121
0.1225 0.195 0.364396337635006
0.125 0.195 0.363549235019329
0.1275 0.195 0.362503919869307
0.13 0.195 0.361275402142691
0.1325 0.195 0.359877154887612
0.135 0.195 0.358321501404172
0.1375 0.195 0.35661991719694
0.14 0.195 0.354783260442444
0.1425 0.195 0.352821941959406
0.145 0.195 0.350746043843404
0.1475 0.195 0.348565394774393
0.15 0.195 0.346289609314814
0.1525 0.195 0.343928098103059
0.155 0.195 0.341490055553028
0.1575 0.195 0.338984431368871
0.16 0.195 0.336419891783803
0.1625 0.195 0.333804775882824
0.165 0.195 0.331147051659749
0.1675 0.195 0.328454275612677
0.17 0.195 0.325733558748189
0.1725 0.195 0.322991540907137
0.175 0.195 0.320234374410765
0.1775 0.195 0.317467717214082
0.18 0.195 0.314696735087634
0.1825 0.195 0.311926111853414
0.185 0.195 0.309160066380315
0.1875 0.195 0.306402374887052
0.19 0.195 0.303656397081166
0.1925 0.195 0.300925104749999
0.195 0.195 0.298211111579599
0.1975 0.195 0.295516703178831
0.2 0.195 0.292843866501718
0.2025 0.195 0.290194318070613
0.205 0.195 0.287569530592242
0.2075 0.195 0.284970757719876
0.21 0.195 0.282399056844681
0.2125 0.195 0.279855309898242
0.215 0.195 0.277340242219145
0.2175 0.195 0.274854439583633
0.22 0.195 0.272398363528301
0.2225 0.195 0.269972365106294
0.225 0.195 0.267576697221405
0.2275 0.195 0.265211525680447
0.23 0.195 0.262876939095882
0.2325 0.195 0.260572957759951
0.235 0.195 0.258299541599984
0.2375 0.195 0.256056597312963
0.24 0.195 0.25384398476658
0.2425 0.195 0.251661522743964
0.245 0.195 0.249508994100404
0.2475 0.195 0.247386150392526
0.25 0.195 0.245292716033508
0.2525 0.195 0.243228392022002
0.255 0.195 0.241192859287214
0.2575 0.195 0.239185781688126
0.26 0.195 0.237206808700874
0.2625 0.195 0.23525557782487
0.265 0.195 0.233331716735172
0.2675 0.195 0.231434845205929
0.27 0.195 0.229564576827288
0.2725 0.195 0.227720520535996
0.275 0.195 0.225902281977972
0.2775 0.195 0.224109464719406
0.28 0.195 0.222341671321297
0.2825 0.195 0.220598504290982
0.285 0.195 0.218879566922849
0.2875 0.195 0.217184464039302
0.29 0.195 0.215512802641937
0.2925 0.195 0.213864192481983
0.295 0.195 0.212238246558124
0.2975 0.195 0.210634581549086
0.3 0.195 0.209052818187634
0.3025 0.195 0.207492581581961
0.305 0.195 0.205953501489916
0.3075 0.195 0.204435212550927
0.31 0.195 0.202937354480063
0.3125 0.195 0.201459572228184
0.315 0.195 0.200001516111803
0.3175 0.195 0.198562841915859
0.32 0.195 0.197143210972361
0.3225 0.195 0.195742290217514
0.325 0.195 0.194359752229701
0.3275 0.195 0.192995275250475
0.33 0.195 0.191648543190473
0.3325 0.195 0.190319245622007
0.335 0.195 0.189007077759885
0.3375 0.195 0.187711740431875
0.34 0.195 0.186432940040089
0.3425 0.195 0.185170388514412
0.345 0.195 0.183923803259031
0.3475 0.195 0.182692907092955
0.35 0.195 0.181477428185386
0.3525 0.195 0.180277099986671
0.355 0.195 0.179091661155511
0.3575 0.195 0.177920855483021
0.36 0.195 0.17676443181419
0.3625 0.195 0.175622143967218
0.365 0.195 0.174493750651152
0.3675 0.195 0.173379015382233
0.37 0.195 0.172277706399266
0.3725 0.195 0.171189596578344
0.375 0.195 0.170114463347182
0.3775 0.195 0.169052088599325
0.38 0.195 0.168002258608412
0.3825 0.195 0.166964763942723
0.385 0.195 0.165939399380148
0.3875 0.195 0.164925963823738
0.39 0.195 0.163924260217964
0.3925 0.195 0.162934095465799
0.395 0.195 0.16195528034672
0.3975 0.195 0.160987629435703
0.4 0.195 0.160030961023312
0.4025 0.195 0.1590850970369
0.405 0.195 0.158149862963022
0.4075 0.195 0.157225087771065
0.41 0.195 0.156310603838146
0.4125 0.195 0.15540624687531
0.415 0.195 0.154511855855037
0.4175 0.195 0.153627272940095
0.42 0.195 0.152752343413713
0.4225 0.195 0.151886915611135
0.425 0.195 0.151030840852498
0.4275 0.195 0.150183973377085
0.43 0.195 0.149346170278913
0.4325 0.195 0.148517291443671
0.435 0.195 0.147697199486984
0.4375 0.195 0.146885759694007
0.44 0.195 0.146082839960317
0.4425 0.195 0.145288310734112
0.445 0.195 0.144502044959673
0.4475 0.195 0.143723918022102
0.45 0.195 0.142953807693287
0.4525 0.195 0.142191594079101
0.455 0.195 0.141437159567801
0.4575 0.195 0.140690388779606
0.46 0.195 0.13995116851744
0.4625 0.195 0.139219387718814
0.465 0.195 0.138494937408831
0.4675 0.195 0.137777710654273
0.47 0.195 0.137067602518787
0.4725 0.195 0.136364510019095
0.475 0.195 0.135668332082262
0.4775 0.195 0.134978969503952
0.48 0.195 0.134296324907683
0.4825 0.195 0.133620302705042
0.485 0.195 0.132950809056843
0.4875 0.195 0.132287751835215
0.49 0.195 0.131631040586581
0.4925 0.195 0.130980586495522
0.495 0.195 0.130336302349507
0.4975 0.195 0.129698102504452
0.5 0.195 0.129065902851107
0.0025 0.1975 2.22294549211796e-06
0.005 0.1975 3.12217887230236e-06
0.0075 0.1975 4.56647224431015e-06
0.01 0.1975 6.89471054422729e-06
0.0125 0.1975 1.0664653083721e-05
0.015 0.1975 1.67973500553768e-05
0.0175 0.1975 2.68185506139954e-05
0.02 0.1975 4.32631626344281e-05
0.0225 0.1975 7.03542432475862e-05
0.025 0.1975 0.000115144649018789
0.0275 0.1975 0.000189438342036387
0.03 0.1975 0.000313023300170985
0.0325 0.1975 0.000519101138092659
0.035 0.1975 0.000863362564163623
0.0375 0.1975 0.00143901089517496
0.04 0.1975 0.00240118721389014
0.0425 0.1975 0.00400539648887362
0.045 0.1975 0.0066644089642246
0.0475 0.1975 0.0110231129763158
0.05 0.1975 0.0180331093888833
0.0525 0.1975 0.0289673701060217
0.055 0.1975 0.0452509868618778
0.0575 0.1975 0.0679594663055564
0.06 0.1975 0.0970312597026152
0.0625 0.1975 0.130742914143266
0.065 0.1975 0.166155253664653
0.0675 0.1975 0.200316278567823
0.07 0.1975 0.231202264166431
0.0725 0.1975 0.257905234699536
0.075 0.1975 0.280341345929425
0.0775 0.1975 0.298874357305574
0.08 0.1975 0.314039751114017
0.0825 0.1975 0.326390024216856
0.085 0.1975 0.336424657151424
0.0875 0.1975 0.344567226963264
0.09 0.1975 0.351165013248036
0.0925 0.1975 0.356497632691054
0.095 0.1975 0.360788150193733
0.0975 0.1975 0.364213812595559
0.1 0.1975 0.36691536373684
0.1025 0.1975 0.369004722915445
0.105 0.1975 0.37057114598784
0.1075 0.1975 0.371686099367308
0.11 0.1975 0.372407089669208
0.1125 0.1975 0.372780666052354
0.115 0.1975 0.372844775644032
0.1175 0.1975 0.372630616279695
0.12 0.1975 0.37216409931135
0.1225 0.1975 0.371467009399356
0.125 0.1975 0.370557927656126
0.1275 0.1975 0.369452968483363
0.13 0.1975 0.368166368109348
0.1325 0.1975 0.36671095345231
0.135 0.1975 0.365098512901031
0.1375 0.1975 0.363340085428065
0.14 0.1975 0.361446180746327
0.1425 0.1975 0.359426940671711
0.145 0.1975 0.357292250198026
0.1475 0.1975 0.355051805794667
0.15 0.1975 0.352715147894938
0.1525 0.1975 0.35029166426743
0.155 0.1975 0.347790570792396
0.1575 0.1975 0.345220875967426
0.16 0.1975 0.342591335146547
0.1625 0.1975 0.339910400020067
0.165 0.1975 0.337186168156826
0.1675 0.1975 0.334426336581535
0.17 0.1975 0.331638162401437
0.1725 0.1975 0.328828432499376
0.175 0.1975 0.326003443348585
0.1775 0.1975 0.323168991144425
0.18 0.1975 0.320330371739307
0.1825 0.1975 0.317492389337477
0.185 0.1975 0.314659372563014
0.1875 0.1975 0.311835196344989
0.19 0.1975 0.309023308042512
0.1925 0.1975 0.306226756325458
0.195 0.1975 0.303448221497831
0.1975 0.1975 0.300690046166065
0.2 0.1975 0.297954265385133
0.2025 0.1975 0.295242635639137
0.205 0.1975 0.292556662215107
0.2075 0.1975 0.289897624700461
0.21 0.1975 0.287266600472664
0.2125 0.1975 0.284664486154794
0.215 0.1975 0.282092017086064
0.2175 0.1975 0.27954978490646
0.22 0.1975 0.277038253384535
0.2225 0.1975 0.27455777263199
0.225 0.1975 0.272108591852231
0.2275 0.1975 0.269690870766288
0.23 0.1975 0.267304689851132
0.2325 0.1975 0.264950059514635
0.235 0.1975 0.262626928319688
0.2375 0.1975 0.26033519035831
0.24 0.1975 0.258074691865459
0.2425 0.1975 0.255845237152217
0.245 0.1975 0.253646593928838
0.2475 0.1975 0.251478498080268
0.25 0.1975 0.249340657949685
0.2525 0.1975 0.247232758179504
0.255 0.1975 0.245154463154044
0.2575 0.1975 0.243105420083324
0.26 0.1975 0.241085261763482
0.2625 0.1975 0.239093609045652
0.265 0.1975 0.237130073042008
0.2675 0.1975 0.235194257094844
0.27 0.1975 0.233285758532034
0.2725 0.1975 0.231404170229965
0.275 0.1975 0.229549082002987
0.2775 0.1975 0.227720081836597
0.28 0.1975 0.225916756979896
0.2825 0.1975 0.224138694911397
0.285 0.1975 0.22238548419085
0.2875 0.1975 0.220656715208569
0.29 0.1975 0.218951980842605
0.2925 0.1975 0.217270877033119
0.295 0.1975 0.215613003282381
0.2975 0.1975 0.213977963088017
0.3 0.1975 0.212365364316362
0.3025 0.1975 0.210774819522124
0.305 0.1975 0.209205946219935
0.3075 0.1975 0.207658367112827
0.31 0.1975 0.206131710282186
0.3125 0.1975 0.204625609343261
0.315 0.1975 0.203139703569926
0.3175 0.1975 0.201673637992015
0.32 0.1975 0.200227063468234
0.3225 0.1975 0.198799636737332
0.325 0.1975 0.197391020449979
0.3275 0.1975 0.196000883183528
0.33 0.1975 0.194628899441634
0.3325 0.1975 0.193274749640512
0.335 0.1975 0.191938120083407
0.3375 0.1975 0.190618702924752
0.34 0.1975 0.189316196125259
0.3425 0.1975 0.188030303399141
0.345 0.1975 0.186760734154492
0.3475 0.1975 0.185507203427759
0.35 0.1975 0.184269431813165
0.3525 0.1975 0.183047145387814
0.355 0.1975 0.181840075633176
0.3575 0.1975 0.180647959353547
0.36 0.1975 0.17947053859203
0.3625 0.1975 0.178307560544522
0.365 0.1975 0.177158777472138
0.3675 0.1975 0.176023946612472
0.37 0.1975 0.174902830090017
0.3725 0.1975 0.173795194826067
0.375 0.1975 0.172700812448376
0.3775 0.1975 0.171619459200798
0.38 0.1975 0.17055091585314
0.3825 0.1975 0.169494967611406
0.385 0.1975 0.168451404028595
0.3875 0.1975 0.167420018916211
0.39 0.1975 0.166400610256592
0.3925 0.1975 0.16539298011619
0.395 0.1975 0.164396934559875
0.3975 0.1975 0.163412283566367
0.4 0.1975 0.16243884094484
0.4025 0.1975 0.161476424252784
0.405 0.1975 0.160524854715148
0.4075 0.1975 0.159583957144823
0.41 0.1975 0.158653559864491
0.4125 0.1975 0.157733494629859
0.415 0.1975 0.156823596554308
0.4175 0.1975 0.155923704034965
0.42 0.1975 0.155033658680202
0.4225 0.1975 0.154153305238572
0.425 0.1975 0.153282491529187
0.4275 0.1975 0.15242106837352
0.43 0.1975 0.151568889528637
0.4325 0.1975 0.150725811621844
0.435 0.1975 0.149891694086745
0.4375 0.1975 0.149066399100681
0.44 0.1975 0.148249791523553
0.4425 0.1975 0.147441738838008
0.445 0.1975 0.146642111090955
0.4475 0.1975 0.145850780836407
0.45 0.1975 0.145067623079634
0.4525 0.1975 0.144292515222581
0.455 0.1975 0.143525337010556
0.4575 0.1975 0.142765970480144
0.46 0.1975 0.142014299908344
0.4625 0.1975 0.14127021176289
0.465 0.1975 0.140533594653742
0.4675 0.1975 0.139804339285713
0.47 0.1975 0.13908233841223
0.4725 0.1975 0.138367486790173
0.475 0.1975 0.137659681135806
0.4775 0.1975 0.136958820081741
0.48 0.1975 0.136264804134936
0.4825 0.1975 0.1355775356357
0.485 0.1975 0.134896918717669
0.4875 0.1975 0.134222859268746
0.49 0.1975 0.133555264892976
0.4925 0.1975 0.132894044873336
0.495 0.1975 0.132239110135414
0.4975 0.1975 0.131590373211961
0.5 0.1975 0.130947748208291
0.0025 0.2 2.25158680221337e-06
0.005 0.2 3.17932942313256e-06
0.0075 0.2 4.67924568069323e-06
0.01 0.2 7.11314303608062e-06
0.0125 0.2 1.10804376125515e-05
0.015 0.2 1.75775358914691e-05
0.0175 0.2 2.82660171535321e-05
0.02 0.2 4.59249209161902e-05
0.0225 0.2 7.52150391312946e-05
0.025 0.2 0.000123972419304036
0.0275 0.2 0.0002053992923025
0.03 0.2 0.000341773766725379
0.0325 0.2 0.000570716930701075
0.035 0.2 0.000955722663677046
0.0375 0.2 0.00160365724719567
0.04 0.2 0.00269325477652162
0.0425 0.2 0.00451981495241414
0.045 0.2 0.00756059194756654
0.0475 0.2 0.0125579222685025
0.05 0.2 0.0205930588212302
0.0525 0.2 0.0330709114103934
0.055 0.2 0.0514645209352444
0.0575 0.2 0.0766770484989775
0.06 0.2 0.10819016172113
0.0625 0.2 0.143732457877674
0.065 0.2 0.180071615382169
0.0675 0.2 0.214333284832848
0.07 0.2 0.244771901853809
0.0725 0.2 0.270759618623546
0.075 0.2 0.292407028170737
0.0775 0.2 0.310184823476831
0.08 0.2 0.324675332850337
0.0825 0.2 0.336444067316511
0.085 0.2 0.345987083425462
0.0875 0.2 0.353717852791617
0.09 0.2 0.359971782956355
0.0925 0.2 0.365017084315
0.095 0.2 0.36906674318007
0.0975 0.2 0.372289463381877
0.1 0.2 0.374818902985616
0.1025 0.2 0.376761168333444
0.105 0.2 0.378200768387784
0.1075 0.2 0.379205295447127
0.11 0.2 0.379829087795974
0.1125 0.2 0.380116093617732
0.115 0.2 0.380102114414734
0.1175 0.2 0.379816568503025
0.12 0.2 0.379283883464064
0.1225 0.2 0.378524600923962
0.125 0.2 0.377556256982185
0.1275 0.2 0.376394086088318
0.13 0.2 0.375051584276019
0.1325 0.2 0.37354095865334
0.135 0.2 0.371873483314464
0.1375 0.2 0.370059776906116
0.14 0.2 0.368110013580246
0.1425 0.2 0.366034076692749
0.145 0.2 0.363841663111889
0.1475 0.2 0.361542345156
0.15 0.2 0.359145596782889
0.1525 0.2 0.356660790515829
0.155 0.2 0.354097171546556
0.1575 0.2 0.351463815366111
0.16 0.2 0.348769575038413
0.1625 0.2 0.346023023790557
0.165 0.2 0.343232397934304
0.1675 0.2 0.340405544281984
0.17 0.2 0.337549875235696
0.1725 0.2 0.334672333688894
0.175 0.2 0.331779368866102
0.1775 0.2 0.328876923313624
0.18 0.2 0.325970430497622
0.1825 0.2 0.323064821898438
0.185 0.2 0.320164542120759
0.1875 0.2 0.317273570355945
0.19 0.2 0.3143954465086
0.1925 0.2 0.311533300398057
0.195 0.2 0.308689882627908
0.1975 0.2 0.305867595946702
0.2 0.2 0.303068526169071
0.2025 0.2 0.300294471965397
0.205 0.2 0.297546973043546
0.2075 0.2 0.294827336429019
0.21 0.2 0.292136660696818
0.2125 0.2 0.289475858120052
0.215 0.2 0.286845674780385
0.2175 0.2 0.284246708738712
0.22 0.2 0.281679426396359
0.2225 0.2 0.279144177192873
0.225 0.2 0.276641206790669
0.2275 0.2 0.274170668893227
0.23 0.2 0.271732635835238
0.2325 0.2 0.269327108072233
0.235 0.2 0.266954022685323
0.2375 0.2 0.264613261004855
0.24 0.2 0.262304655445476
0.2425 0.2 0.260027995634866
0.245 0.2 0.257783033909107
0.2475 0.2 0.255569490239507
0.25 0.2 0.25338705664858
0.2525 0.2 0.251235401166557
0.255 0.2 0.249114171374401
0.2575 0.2 0.247022997574484
0.26 0.2 0.244961495625863
0.2625 0.2 0.242929269477405
0.265 0.2 0.24092591342866
0.2675 0.2 0.238951014145496
0.27 0.2 0.23700415245482
0.2725 0.2 0.235084904940362
0.275 0.2 0.233192845359378
0.2775 0.2 0.231327545898179
0.28 0.2 0.229488578282671
0.2825 0.2 0.22767551475851
0.285 0.2 0.225887928954046
0.2875 0.2 0.224125396637983
0.29 0.2 0.222387496382445
0.2925 0.2 0.220673810141172
0.295 0.2 0.21898392375154
0.2975 0.2 0.217317427368296
0.3 0.2 0.215673915836095
0.3025 0.2 0.214052989007228
0.305 0.2 0.212454252010303
0.3075 0.2 0.210877315475065
0.31 0.2 0.20932179571803
0.3125 0.2 0.207787314893135
0.315 0.2 0.206273501111207
0.3175 0.2 0.20477998853164
0.32 0.2 0.203306417429372
0.3225 0.2 0.201852434239913
0.325 0.2 0.200417691584916
0.3275 0.2 0.199001848280522
0.33 0.2 0.197604569330511
0.3325 0.2 0.196225525906027
0.335 0.2 0.194864395313563
0.3375 0.2 0.193520860952613
0.34 0.2 0.192194612264338
0.3425 0.2 0.190885344672415
0.345 0.2 0.189592759517131
0.3475 0.2 0.188316563983667
0.35 0.2 0.18705647102543
0.3525 0.2 0.185812199283194
0.355 0.2 0.18458347300074
0.3575 0.2 0.18337002193759
0.36 0.2 0.182171581279402
0.3625 0.2 0.180987891546504
0.365 0.2 0.179818698501003
0.3675 0.2 0.178663753052856
0.37 0.2 0.177522811165253
0.3725 0.2 0.176395633759615
0.375 0.2 0.175281986620477
0.3775 0.2 0.1741816403005
