"k" "c" "DF"
0.38 0.76 0.421999965138344
0.385 0.76 0.420294252760428
0.39 0.76 0.418637761189177
0.395 0.76 0.417029131014378
0.4 0.76 0.415467051714295
0.405 0.76 0.413950259581832
0.41 0.76 0.412477535747794
0.415 0.76 0.411047704296465
0.42 0.76 0.409659630468838
0.425 0.76 0.408312218949185
0.43 0.76 0.407004412230787
0.435 0.76 0.405735189056909
0.44 0.76 0.404503562933268
0.445 0.76 0.403308580708448
0.45 0.76 0.40214932121889
0.455 0.76 0.401024893995259
0.46 0.76 0.399934438027131
0.465 0.76 0.398877120583139
0.47 0.76 0.397852136083803
0.475 0.76 0.396858705024462
0.48 0.76 0.395896072945827
0.485 0.76 0.394963509449794
0.49 0.76 0.3940603072583
0.495 0.76 0.393185781313087
0.5 0.76 0.392339267914361
0.005 0.765 0.00275362981637154
0.01 0.765 0.0684713568899182
0.015 0.765 0.355464397017516
0.02 0.765 0.536905103741241
0.025 0.765 0.623138161350501
0.03 0.765 0.670742662392487
0.035 0.765 0.699572512328873
0.04 0.765 0.717731357749428
0.045 0.765 0.729094195373714
0.05 0.765 0.735736884751798
0.055 0.765 0.73887030284287
0.06 0.765 0.739253300014383
0.065 0.765 0.737396799398973
0.07 0.765 0.733674380776726
0.075 0.765 0.728386486208304
0.08 0.765 0.721798666268801
0.085 0.765 0.7141628768341
0.09 0.765 0.705726020076865
0.095 0.765 0.69672848773003
0.1 0.765 0.687395834818646
0.105 0.765 0.677927605519219
0.11 0.765 0.668487578314107
0.115 0.765 0.659198658105711
0.12 0.765 0.650143585836127
0.125 0.765 0.641370513398132
0.13 0.765 0.632901224954954
0.135 0.765 0.624739677388498
0.14 0.765 0.616879241376066
0.145 0.765 0.609307964704726
0.15 0.765 0.602011912924807
0.155 0.765 0.594977017827317
0.16 0.765 0.588189941177156
0.165 0.765 0.581638374218912
0.17 0.765 0.575311058052507
0.175 0.765 0.569197690542156
0.18 0.765 0.563288803151521
0.185 0.765 0.557575643284473
0.19 0.765 0.55205007370097
0.195 0.765 0.546704490234256
0.2 0.765 0.541531755442953
0.205 0.765 0.536525145113449
0.21 0.765 0.531678304822533
0.215 0.765 0.526985214305526
0.22 0.765 0.522440157882483
0.225 0.765 0.518037699607455
0.23 0.765 0.513772662123585
0.235 0.765 0.509640108447551
0.24 0.765 0.505635326088588
0.245 0.765 0.501753813044689
0.25 0.765 0.497991265322736
0.255 0.765 0.494343565708565
0.26 0.765 0.490806773573417
0.265 0.765 0.487377115549537
0.27 0.765 0.48405097694322
0.275 0.765 0.480824893780914
0.28 0.765 0.477695545405184
0.285 0.765 0.474659747553597
0.29 0.765 0.471714445866322
0.295 0.765 0.46885670977809
0.3 0.765 0.466083726757882
0.305 0.765 0.463392796865748
0.31 0.765 0.460781327600906
0.315 0.765 0.45824682901907
0.32 0.765 0.455786909099889
0.325 0.765 0.453399269347845
0.33 0.765 0.451081700611814
0.335 0.765 0.448832079110126
0.34 0.765 0.446648362649202
0.345 0.765 0.44452858702495
0.35 0.765 0.442470862596969
0.355 0.765 0.440473371026379
0.36 0.765 0.438534362168765
0.365 0.765 0.436652151114255
0.37 0.765 0.434825115367291
0.375 0.765 0.433051692159069
0.38 0.765 0.431330375886033
0.385 0.765 0.429659715668188
0.39 0.765 0.428038313021298
0.395 0.765 0.426464819637377
0.4 0.765 0.424937935268162
0.405 0.765 0.423456405706492
0.41 0.765 0.422019020860833
0.415 0.765 0.420624612918356
0.42 0.765 0.41927205459226
0.425 0.765 0.417960257449201
0.43 0.765 0.416688170312925
0.435 0.765 0.415454777740355
0.44 0.765 0.414259098566616
0.445 0.765 0.413100184515594
0.45 0.765 0.411977118872854
0.455 0.765 0.410889015217834
0.46 0.765 0.40983501621245
0.465 0.765 0.408814292443311
0.47 0.765 0.407826041314961
0.475 0.765 0.406869485991618
0.48 0.765 0.405943874385052
0.485 0.765 0.405048478186335
0.49 0.765 0.404182591939321
0.495 0.765 0.403345532153794
0.5 0.765 0.402536636456347
0.005 0.77 0.00311016050350833
0.01 0.77 0.0806036089964451
0.015 0.77 0.377563797085625
0.02 0.77 0.549735663712669
0.025 0.77 0.63160323975547
0.03 0.77 0.677100985258527
0.035 0.77 0.70479846184909
0.04 0.77 0.722316806141302
0.045 0.77 0.733321961846284
0.05 0.77 0.739787209639279
0.055 0.77 0.742867791606276
0.06 0.77 0.743289448262251
0.065 0.77 0.741541230022766
0.07 0.77 0.737980345891347
0.075 0.77 0.732893315131674
0.08 0.77 0.726532700291021
0.085 0.77 0.71913795601572
0.09 0.77 0.710944312532564
0.095 0.77 0.702182148080532
0.1 0.77 0.693069575526584
0.105 0.77 0.683801842317776
0.11 0.77 0.674541537703191
0.115 0.77 0.665412839124443
0.12 0.77 0.656501227713453
0.125 0.77 0.64785807328018
0.13 0.77 0.639508134096555
0.135 0.77 0.631457732818459
0.14 0.77 0.623701930507823
0.145 0.77 0.616229896399275
0.15 0.77 0.609028413772004
0.155 0.77 0.60208388085017
0.16 0.77 0.595383285658915
0.165 0.77 0.588914574400813
0.17 0.77 0.582666709065725
0.175 0.77 0.576629591941628
0.18 0.77 0.570793949539628
0.185 0.77 0.565151217124791
0.19 0.77 0.559693438378148
0.195 0.77 0.554413182772038
0.2 0.77 0.549303478828645
0.205 0.77 0.544357760347875
0.21 0.77 0.539569822843354
0.215 0.77 0.534933787914698
0.22 0.77 0.530444073781626
0.225 0.77 0.526095370619411
0.23 0.77 0.521882619657178
0.235 0.77 0.517800995245506
0.24 0.77 0.513845889285162
0.245 0.77 0.510012897548986
0.25 0.77 0.506297807535559
0.255 0.77 0.502696587574299
0.26 0.77 0.499205376963682
0.265 0.77 0.495820476971706
0.27 0.77 0.492538342564284
0.275 0.77 0.489355574755298
0.28 0.77 0.486268913493793
0.285 0.77 0.483275231020618
0.29 0.77 0.480371525639866
0.295 0.77 0.477554915860584
0.3 0.77 0.474822634872246
0.305 0.77 0.472172025323599
0.31 0.77 0.469600534379436
0.315 0.77 0.467105709033673
0.32 0.77 0.464685191660162
0.325 0.77 0.46233671578513
0.33 0.77 0.460058102067044
0.335 0.77 0.457847254471325
0.34 0.77 0.455702156628594
0.345 0.77 0.453620868366197
0.35 0.77 0.451601522403644
0.355 0.77 0.44964232120333
0.36 0.77 0.447741533968541
0.365 0.77 0.44589749378129
0.37 0.77 0.444108594873006
0.375 0.77 0.442373290021514
0.38 0.77 0.440690088068122
0.385 0.77 0.439057551548973
0.39 0.77 0.437474294435127
0.395 0.77 0.435938979976109
0.4 0.77 0.434450318641965
0.405 0.77 0.433007066159057
0.41 0.77 0.431608021635104
0.415 0.77 0.430252025769179
0.42 0.77 0.428937959142575
0.425 0.77 0.427664740586641
0.43 0.77 0.426431325623903
0.435 0.77 0.425236704978926
0.44 0.77 0.424079903155556
0.445 0.77 0.422959977077351
0.45 0.77 0.421876014788135
0.455 0.77 0.420827134209791
0.46 0.77 0.419812481954494
0.465 0.77 0.418831232188779
0.47 0.77 0.417882585546901
0.475 0.77 0.416965768091124
0.48 0.77 0.416080030316626
0.485 0.77 0.41522464619886
0.49 0.77 0.414398912281311
0.495 0.77 0.413602146801637
0.5 0.77 0.412833688854338
0.005 0.775 0.00351975612694282
0.01 0.775 0.0943979798489382
0.015 0.775 0.39849804037866
0.02 0.775 0.561724794893197
0.025 0.775 0.639556509362125
0.03 0.775 0.683103767357086
0.035 0.775 0.709750897485318
0.04 0.775 0.726675916272269
0.045 0.775 0.737352034194651
0.05 0.775 0.743657584258381
0.055 0.775 0.746696159437211
0.06 0.775 0.747162704306581
0.065 0.775 0.745525901769728
0.07 0.775 0.742127694844966
0.075 0.775 0.737241576605896
0.08 0.775 0.731107879973597
0.085 0.775 0.723954171558166
0.09 0.775 0.716004430430123
0.095 0.775 0.707479204380932
0.1 0.775 0.698589106603618
0.105 0.775 0.689524849314707
0.11 0.775 0.680447519635268
0.115 0.775 0.671482290739176
0.12 0.775 0.662717214286946
0.125 0.775 0.654206829457738
0.13 0.775 0.645978910676841
0.135 0.775 0.638042231601615
0.14 0.775 0.630393631550441
0.145 0.775 0.623023468688172
0.15 0.775 0.615919284583414
0.155 0.775 0.609067961105749
0.16 0.775 0.602456813668135
0.165 0.775 0.596074035395284
0.17 0.775 0.589908796957781
0.175 0.775 0.583951191677075
0.18 0.775 0.578192128070692
0.185 0.775 0.572623217226748
0.19 0.775 0.567236672914179
0.195 0.775 0.56202522861584
0.2 0.775 0.556982070315557
0.205 0.775 0.552100782350938
0.21 0.775 0.54737530362093
0.215 0.775 0.542799891866396
0.22 0.775 0.538369094224189
0.225 0.775 0.534077722668836
0.23 0.775 0.529920833281669
0.235 0.775 0.525893708536296
0.24 0.775 0.521991841978213
0.245 0.775 0.518210924819531
0.25 0.775 0.514546834078736
0.255 0.775 0.510995621978342
0.26 0.775 0.507553506376866
0.265 0.775 0.504216862060225
0.27 0.775 0.500982212755195
0.275 0.775 0.49784622375641
0.28 0.775 0.494805695080784
0.285 0.775 0.491857555080552
0.29 0.775 0.488998854459541
0.295 0.775 0.486226760647816
0.3 0.775 0.483538552497975
0.305 0.775 0.480931615272787
0.31 0.775 0.478403435898905
0.315 0.775 0.475951598465318
0.32 0.775 0.47357377994836
0.325 0.775 0.471267746147577
0.33 0.775 0.469031347818737
0.335 0.775 0.466862516991884
0.34 0.775 0.464759263463613
0.345 0.775 0.462719671453821
0.35 0.775 0.460741896418062
0.355 0.775 0.458824162007349
0.36 0.775 0.456964757167884
0.365 0.775 0.455162033373714
0.37 0.775 0.45341440198576
0.375 0.775 0.451720331731068
0.38 0.775 0.450078346296511
0.385 0.775 0.448487022031433
0.39 0.775 0.446944985754083
0.395 0.775 0.445450912656887
0.4 0.775 0.444003524305902
0.405 0.775 0.442601586729985
0.41 0.775 0.441243908595447
0.415 0.775 0.439929339462143
0.42 0.775 0.438656768117162
0.425 0.775 0.437425120982429
0.43 0.775 0.436233360592718
0.435 0.775 0.435080484140756
0.44 0.775 0.43396552208619
0.445 0.775 0.432887536825412
0.45 0.775 0.431845621419319
0.455 0.775 0.430838898376247
0.46 0.775 0.429866518487426
0.465 0.775 0.428927659712441
0.47 0.775 0.428021526112287
0.475 0.775 0.427147346827721
0.48 0.775 0.426304375100715
0.485 0.775 0.4254918873369
0.49 0.775 0.424709182207026
0.495 0.775 0.423955579785488
0.5 0.775 0.42323042072411
0.005 0.78 0.00399130039172846
0.01 0.78 0.109886985150412
0.015 0.78 0.41825264487011
0.02 0.78 0.572940163257913
0.025 0.78 0.647037363364354
0.03 0.78 0.688775717902247
0.035 0.78 0.714447023168298
0.04 0.78 0.730821676254381
0.045 0.78 0.741194843753005
0.05 0.78 0.747356801978514
0.055 0.78 0.750363107686668
0.06 0.78 0.750880015787284
0.065 0.78 0.749357219440203
0.07 0.78 0.746122415300652
0.075 0.78 0.7414369074828
0.08 0.78 0.735529518472256
0.085 0.78 0.728616520284297
0.09 0.78 0.720911060707859
0.095 0.78 0.712624053616743
0.1 0.78 0.703958573490158
0.105 0.78 0.695100570926018
0.11 0.78 0.686209316130195
0.115 0.78 0.677410685432809
0.12 0.78 0.668795108755298
0.125 0.78 0.660420225695335
0.13 0.78 0.652316856731036
0.135 0.78 0.644496309003509
0.14 0.78 0.636957292083691
0.145 0.78 0.629691427817136
0.15 0.78 0.622687064017931
0.155 0.78 0.615931589330916
0.16 0.78 0.609412651726059
0.165 0.78 0.603118685655789
0.17 0.78 0.59703905958797
0.175 0.78 0.591164045131513
0.18 0.78 0.585484720031972
0.185 0.78 0.57999285921983
0.19 0.78 0.574680835664118
0.195 0.78 0.569541537109111
0.2 0.78 0.564568298335104
0.205 0.78 0.559754846548358
0.21 0.78 0.555095257266623
0.215 0.78 0.550583918418294
0.22 0.78 0.546215500833342
0.225 0.78 0.541984933715312
0.23 0.78 0.537887384012248
0.235 0.78 0.533918238857471
0.24 0.78 0.530073090443484
0.245 0.78 0.526347722838479
0.25 0.78 0.522738100366172
0.255 0.78 0.519240357254637
0.26 0.78 0.515850788324859
0.265 0.78 0.512565840539733
0.27 0.78 0.509382105272716
0.275 0.78 0.506296311185056
0.28 0.78 0.503305317623557
0.285 0.78 0.50040610846868
0.29 0.78 0.497595786376637
0.295 0.78 0.494871567369985
0.3 0.78 0.492230775739635
0.305 0.78 0.489670839227839
0.31 0.78 0.487189284466863
0.315 0.78 0.484783732652178
0.32 0.78 0.482451895432203
0.325 0.78 0.48019157099921
0.33 0.78 0.478000640368026
0.335 0.78 0.475877063830799
0.34 0.78 0.473818877577458
0.345 0.78 0.471824190472472
0.35 0.78 0.469891180979523
0.355 0.78 0.468018094226305
0.36 0.78 0.466203239202369
0.365 0.78 0.464444986083387
0.37 0.78 0.462741763675685
0.375 0.78 0.461092056975264
0.38 0.78 0.459494404835875
0.385 0.78 0.457947397740993
0.39 0.78 0.456449675674837
0.395 0.78 0.454999926087812
0.4 0.78 0.453596881951969
0.405 0.78 0.452239319902302
0.41 0.78 0.450926058459895
0.415 0.78 0.449655956333101
0.42 0.78 0.448427910793144
0.425 0.78 0.447240856120629
0.43 0.78 0.446093762119706
0.435 0.78 0.444985632696655
0.44 0.78 0.443915504499927
0.445 0.78 0.442882445618692
0.45 0.78 0.441885554337172
0.455 0.78 0.440923957942093
0.46 0.78 0.43999681158073
0.465 0.78 0.439103297167128
0.47 0.78 0.438242622334193
0.475 0.78 0.437414019429427
0.48 0.78 0.4366167445522
0.485 0.78 0.435850076630526
0.49 0.78 0.435113316535387
0.495 0.78 0.434405786230769
0.5 0.78 0.433726827957586
0.005 0.785 0.00453531637291395
0.01 0.785 0.127040107464149
0.015 0.785 0.436843584967557
0.02 0.785 0.58344344254465
0.025 0.785 0.654081104523947
0.03 0.785 0.694139048323049
0.035 0.785 0.718902372793303
0.04 0.785 0.734765863272833
0.045 0.785 0.744859888495729
0.05 0.785 0.750892903551332
0.055 0.785 0.753875710472205
0.06 0.785 0.754447795219068
0.065 0.785 0.753041124169421
0.07 0.785 0.749970089585495
0.075 0.785 0.745484588821332
0.08 0.785 0.739802615992839
0.085 0.785 0.733129722682003
0.09 0.785 0.725668644041548
0.095 0.785 0.717620870020037
0.1 0.785 0.709181917020917
0.105 0.785 0.700532762324003
0.11 0.785 0.691830545619591
0.115 0.785 0.6832015402719
0.12 0.785 0.674738340051175
0.125 0.785 0.66650159442503
0.13 0.785 0.658525185706655
0.135 0.785 0.650823032491894
0.14 0.785 0.643395809726985
0.145 0.785 0.636236484770168
0.15 0.785 0.62933426738581
0.155 0.785 0.622677082604853
0.16 0.785 0.616252920706337
0.165 0.785 0.61005045473364
0.17 0.785 0.604059241675371
0.175 0.785 0.598269719504031
0.18 0.785 0.592673122790679
0.185 0.785 0.587261378462894
0.19 0.785 0.582027007807728
0.195 0.785 0.57696304301306
0.2 0.785 0.572062958874327
0.205 0.785 0.567320617648007
0.21 0.785 0.562730224530176
0.215 0.785 0.558286291490649
0.22 0.785 0.553983607622624
0.225 0.785 0.549817214573081
0.23 0.785 0.545782385949901
0.235 0.785 0.5418746098582
0.24 0.785 0.538089573914311
0.245 0.785 0.53442315223492
0.25 0.785 0.530871394012546
0.255 0.785 0.527430513375387
0.26 0.785 0.524096880296284
0.265 0.785 0.520867012366709
0.27 0.785 0.517737567291306
0.275 0.785 0.514705335989025
0.28 0.785 0.511767236210589
0.285 0.785 0.508920306600482
0.29 0.785 0.506161701145876
0.295 0.785 0.503488683966193
0.3 0.785 0.500898624405646
0.305 0.785 0.498388992397968
0.31 0.785 0.495957354077929
0.315 0.785 0.493601367618425
0.32 0.785 0.491318779275283
0.325 0.785 0.489107419624579
0.33 0.785 0.486965199979321
0.335 0.785 0.484890108974094
0.34 0.785 0.482880209307549
0.345 0.785 0.480933634633758
0.35 0.785 0.479048586594314
0.355 0.785 0.477223331983813
0.36 0.785 0.475456200041941
0.365 0.785 0.473745579865909
0.37 0.785 0.472089917937417
0.375 0.785 0.4704877157587
0.38 0.785 0.468937527592518
0.385 0.785 0.46743795830127
0.39 0.785 0.465987661280631
0.395 0.785 0.464585336483384
0.4 0.785 0.463229728529296
0.405 0.785 0.461919624897092
0.41 0.785 0.460653854194777
0.415 0.785 0.45943128450471
0.42 0.785 0.458250821799979
0.425 0.785 0.457111408428829
0.43 0.785 0.456012021663963
0.435 0.785 0.454951672313732
0.44 0.785 0.453929403392332
0.445 0.785 0.45294428884625
0.45 0.785 0.451995432334313
0.455 0.785 0.451081966058826
0.46 0.785 0.450203049645357
0.465 0.785 0.449357869068859
0.47 0.785 0.448545635623894
0.475 0.785 0.447765584936825
0.48 0.785 0.447016976017915
0.485 0.785 0.446299090351371
0.49 0.785 0.445611231021432
0.495 0.785 0.444952721872665
0.5 0.785 0.444322906702733
0.005 0.79 0.00516429218722717
0.01 0.79 0.145755865405648
0.015 0.79 0.454307607890048
0.02 0.79 0.593290611258755
0.025 0.79 0.660719401084776
0.03 0.79 0.699213747608003
0.035 0.79 0.723130982511555
0.04 0.79 0.738519159144195
0.045 0.79 0.748355814973024
0.05 0.79 0.754273237522328
0.055 0.79 0.75724046033089
0.06 0.79 0.757871954906189
0.065 0.79 0.756583120141801
0.07 0.79 0.753675914932203
0.075 0.79 0.749389560962362
0.08 0.79 0.743931870804234
0.085 0.79 0.737498230843839
0.09 0.79 0.730281380542588
0.095 0.79 0.722473609088378
0.1 0.79 0.714262875983518
0.105 0.79 0.705824990487546
0.11 0.79 0.697314652400262
0.115 0.79 0.68885821487187
0.12 0.79 0.680550199709455
0.125 0.79 0.672454153082104
0.13 0.79 0.664607018800907
0.135 0.79 0.657025398422333
0.14 0.79 0.649712029290733
0.145 0.79 0.642661312832058
0.15 0.79 0.635863384488566
0.155 0.79 0.629306742330565
0.16 0.79 0.62297973386062
0.165 0.79 0.61687127129645
0.17 0.79 0.610971092795371
0.175 0.79 0.605269791791809
0.18 0.79 0.599758747778998
0.185 0.79 0.594430028052133
0.19 0.79 0.589276291398855
0.195 0.79 0.584290704612868
0.2 0.79 0.579466873651063
0.205 0.79 0.574798787893056
0.21 0.79 0.570280775137106
0.215 0.79 0.565907465091985
0.22 0.79 0.561673759512019
0.225 0.79 0.557574807518102
0.23 0.79 0.553605984978771
0.235 0.79 0.549762877085283
0.24 0.79 0.546041263453864
0.245 0.79 0.542437105240372
0.25 0.79 0.53894653386862
0.255 0.79 0.535565841062479
0.26 0.79 0.532291469940133
0.265 0.79 0.529120006981335
0.27 0.79 0.526048174719201
0.275 0.79 0.523072825039407
0.28 0.79 0.520190932994106
0.285 0.79 0.517399591056852
0.29 0.79 0.51469600375955
0.295 0.79 0.512077482664055
0.3 0.79 0.50954144163005
0.305 0.79 0.5070853923479
0.31 0.79 0.50470694011077
0.315 0.79 0.502403779804652
0.32 0.79 0.500173692098408
0.325 0.79 0.498014539818682
0.33 0.79 0.495924264496701
0.335 0.79 0.493900883075699
0.34 0.79 0.491942484769141
0.345 0.79 0.490047228060972
0.35 0.79 0.488213337840091
0.355 0.79 0.486439102661946
0.36 0.79 0.484722872130785
0.365 0.79 0.483063054396605
0.37 0.79 0.481458113761255
0.375 0.79 0.479906568388536
0.38 0.79 0.478406988113462
0.385 0.79 0.476957992346091
0.39 0.79 0.475558248065613
0.395 0.79 0.474206467900593
0.4 0.79 0.472901408291463
0.405 0.79 0.471641867731528
0.41 0.79 0.470426685082951
0.415 0.79 0.4692547379643
0.42 0.79 0.468124941206418
0.425 0.79 0.467036245373504
0.43 0.79 0.465987635346398
0.435 0.79 0.464978128965245
0.44 0.79 0.464006775728762
0.445 0.79 0.4630726555475
0.45 0.79 0.46217487754855
0.455 0.79 0.461312578929289
0.46 0.79 0.460484923857815
0.465 0.79 0.45969110241784
0.47 0.79 0.458930329595882
0.475 0.79 0.458201844308668
0.48 0.79 0.457504908468773
0.485 0.79 0.456838806086526
0.49 0.79 0.456202842406357
0.495 0.79 0.455596343075741
0.5 0.79 0.455018653345034
0.005 0.795 0.00589307396366983
0.01 0.795 0.165861205299525
0.015 0.795 0.470694623892134
0.02 0.795 0.60253233600228
0.025 0.795 0.666980687277936
0.03 0.795 0.704017820085459
0.035 0.795 0.727145539464382
0.04 0.795 0.742091250254851
0.045 0.795 0.751690489299733
0.05 0.795 0.757504512652448
0.055 0.795 0.760463307887797
0.06 0.795 0.761157937315154
0.065 0.795 0.759988297846018
0.07 0.795 0.75724472109243
0.075 0.795 0.753156436611948
0.08 0.795 0.74792168873782
0.085 0.795 0.741726235244855
0.09 0.795 0.734753234558457
0.095 0.795 0.727186010921543
0.1 0.795 0.719204989184412
0.105 0.795 0.710980634916631
0.11 0.795 0.702664905851719
0.115 0.795 0.694383909156423
0.12 0.795 0.68623383850999
0.125 0.795 0.678281000190033
0.13 0.795 0.670565381057056
0.135 0.795 0.663106328541713
0.14 0.795 0.655908739840693
0.145 0.795 0.648968545168456
0.15 0.795 0.642276877566555
0.155 0.795 0.635822852387055
0.16 0.795 0.629595195049352
0.165 0.795 0.623583061363383
0.17 0.795 0.617776365589531
0.175 0.795 0.61216584697355
0.18 0.795 0.606743018664774
0.185 0.795 0.601500076997881
0.19 0.795 0.596429807567124
0.195 0.795 0.59152550196069
0.2 0.795 0.586780888411528
0.205 0.795 0.582190075424383
0.21 0.795 0.577747506223486
0.215 0.795 0.573447921831392
0.22 0.795 0.56928633092102
0.225 0.795 0.565257984963455
0.23 0.795 0.561358357524193
0.235 0.795 0.557583126823024
0.24 0.795 0.553928160875241
0.245 0.795 0.550389504686785
0.25 0.795 0.546963369094394
0.255 0.795 0.543646120932641
0.26 0.795 0.540434274279549
0.265 0.795 0.537324482586376
0.27 0.795 0.534313531538766
0.275 0.795 0.531398332528799
0.28 0.795 0.528575916642552
0.285 0.795 0.525843429087352
0.29 0.795 0.523198123998159
0.295 0.795 0.520637359574443
0.3 0.795 0.518158593508284
0.305 0.795 0.515759378671735
0.31 0.795 0.51343735903729
0.315 0.795 0.511190265809808
0.32 0.795 0.50901591375188
0.325 0.795 0.506912197687397
0.33 0.795 0.504877089170429
0.335 0.795 0.502908633308217
0.34 0.795 0.501004945728612
0.345 0.795 0.499164209683381
0.35 0.795 0.497384673279775
0.355 0.795 0.495664646833502
0.36 0.795 0.494002500336863
0.365 0.795 0.492396661036345
0.37 0.795 0.490845611114381
0.375 0.795 0.489347885470357
0.38 0.795 0.487902069596263
0.385 0.795 0.48650679754265
0.39 0.795 0.48516074997079
0.395 0.795 0.483862652287163
0.4 0.795 0.482611272856561
0.405 0.795 0.481405421290289
0.41 0.795 0.480243946806085
0.415 0.795 0.479125736656549
0.42 0.795 0.478049714622984
0.425 0.795 0.47701483957168
0.43 0.795 0.476020104069817
0.435 0.795 0.475064533058239
0.44 0.795 0.474147182578474
0.445 0.795 0.473267138551503
0.45 0.795 0.472423515605795
0.455 0.795 0.471615455952328
0.46 0.795 0.470842128304296
0.465 0.795 0.470102726839343
0.47 0.795 0.469396470202218
0.475 0.795 0.468722600545825
0.48 0.795 0.468080382608683
0.485 0.795 0.467469102826913
0.49 0.795 0.466888068478863
0.495 0.795 0.466336606860589
0.5 0.795 0.465814064490425
0.005 0.8 0.00673933967920853
0.01 0.8 0.187119485067602
0.015 0.8 0.486061999862484
0.02 0.8 0.611214389945909
0.025 0.8 0.672890513794387
0.03 0.8 0.708567490780684
0.035 0.8 0.730957510165749
0.04 0.8 0.74549091389168
0.045 0.8 0.754871058506999
0.05 0.8 0.76059284322404
0.055 0.8 0.763549696127361
0.06 0.8 0.764310741293098
0.065 0.8 0.763261354114537
0.07 0.8 0.760680985460237
0.075 0.8 0.756789511995402
0.08 0.8 0.75177619118192
0.085 0.8 0.745817670329592
0.09 0.8 0.739087938519538
0.095 0.8 0.731761602801198
0.1 0.8 0.724011596935879
0.105 0.8 0.716002887922169
0.11 0.8 0.70788439933283
0.115 0.8 0.69978166083088
0.12 0.8 0.691792262814174
0.125 0.8 0.683985111107895
0.13 0.8 0.676403197126058
0.135 0.8 0.669068666214913
0.14 0.8 0.661988671588452
0.145 0.8 0.655160772352199
0.15 0.8 0.648577179301913
0.155 0.8 0.642227677417843
0.16 0.8 0.636101397157801
0.165 0.8 0.630187746747354
0.17 0.8 0.624476814185094
0.175 0.8 0.618959476394097
0.18 0.8 0.613627369709477
0.185 0.8 0.608472808572789
0.19 0.8 0.603488694874961
0.195 0.8 0.598668435258588
0.2 0.8 0.594005871353547
0.205 0.8 0.589495222755499
0.21 0.8 0.58513104087124
0.215 0.8 0.580908171520531
0.22 0.8 0.576821724441612
0.225 0.8 0.572867048205925
0.23 0.8 0.569039709374076
0.235 0.8 0.565335474989487
0.24 0.8 0.561750297711724
0.245 0.8 0.558280303049237
0.25 0.8 0.554921778272104
0.255 0.8 0.551671162678175
0.26 0.8 0.548525038957436
0.265 0.8 0.545480125454575
0.27 0.8 0.542533269172492
0.275 0.8 0.539681439392653
0.28 0.8 0.536921721814028
0.285 0.8 0.534251313132509
0.29 0.8 0.53166751599844
0.295 0.8 0.529167734302232
0.3 0.8 0.526749468747726
0.305 0.8 0.524410312680541
0.31 0.8 0.522147948144665
0.315 0.8 0.519960142145246
0.32 0.8 0.517844743099292
0.325 0.8 0.515799677458903
0.33 0.8 0.51382294649409
0.335 0.8 0.511912623223985
0.34 0.8 0.510066849486862
0.345 0.8 0.508283833140496
0.35 0.8 0.506561845385403
0.355 0.8 0.504899218204278
0.36 0.8 0.503294341911565
0.365 0.8 0.501745662807664
0.37 0.8 0.500251680932672
0.375 0.8 0.498810947914958
0.38 0.8 0.497422064910164
0.385 0.8 0.496083680626487
0.39 0.8 0.494794489432354
0.395 0.8 0.49355322954279
0.4 0.8 0.492358681280932
0.405 0.8 0.491209665411386
0.41 0.8 0.490105041542172
0.415 0.8 0.489043706592206
0.42 0.8 0.488024593321387
0.425 0.8 0.487046668920432
0.43 0.8 0.486108933657762
0.435 0.8 0.485210419580803
0.44 0.8 0.484350189269198
0.445 0.8 0.483527334637472
0.45 0.8 0.48274097578482
0.455 0.8 0.481990259889741
0.46 0.8 0.481274360147309
0.465 0.8 0.480592474746967
0.47 0.8 0.479943825888761
0.475 0.8 0.479327658836022
0.48 0.8 0.478743241002507
0.485 0.8 0.478189861072124
0.49 0.8 0.477666828149325
0.495 0.8 0.477173470938364
0.5 0.8 0.476709136949572
0.005 0.805 0.00772416964981757
0.01 0.805 0.209246455427023
0.015 0.805 0.500470447339315
0.02 0.805 0.619378074592959
0.025 0.805 0.678471853568424
0.03 0.805 0.712877382700236
0.035 0.805 0.734577251195499
0.04 0.805 0.748726092625513
0.045 0.805 0.75790400333155
0.05 0.805 0.763543787942626
0.055 0.805 0.766504589738787
0.06 0.805 0.767334944435308
0.065 0.805 0.766406609129757
0.07 0.805 0.763988845798983
0.075 0.805 0.76029277611099
0.08 0.805 0.755499221554639
0.085 0.805 0.749776218859922
0.09 0.805 0.743288995761576
0.095 0.805 0.736203700926384
0.1 0.805 0.728685841867232
0.105 0.805 0.720894754392317
0.11 0.805 0.712976048663479
0.115 0.805 0.705054342481046
0.12 0.805 0.697228330507392
0.125 0.805 0.689569333345941
0.13 0.805 0.682123286590836
0.135 0.805 0.674915172268939
0.14 0.805 0.667954492509087
0.145 0.805 0.661240539752922
0.15 0.805 0.654766690814775
0.155 0.805 0.648523461214648
0.16 0.805 0.642500420673381
0.165 0.805 0.636687243692466
0.17 0.805 0.631074192820172
0.175 0.805 0.625652276350667
0.18 0.805 0.620413244316098
0.185 0.805 0.615349518835061
0.19 0.805 0.610454107834021
0.195 0.805 0.605720523385673
0.2 0.805 0.601142711679644
0.205 0.805 0.596714995364111
0.21 0.805 0.592432026748002
0.215 0.805 0.588288749869191
0.22 0.805 0.584280369594882
0.225 0.805 0.580402326247244
0.23 0.805 0.576650274566901
0.235 0.805 0.573020066092157
0.24 0.805 0.569507734240062
