"k" "c" "DF"
0.245 0.805 0.566109481535973
0.25 0.805 0.562821668561502
0.255 0.805 0.559640804285527
0.26 0.805 0.556563537515961
0.265 0.805 0.553586649266505
0.27 0.805 0.550707045876412
0.275 0.805 0.547921752755362
0.28 0.805 0.54522790865214
0.285 0.805 0.542622760366516
0.29 0.805 0.54010365784004
0.295 0.805 0.537668049574145
0.3 0.805 0.535313478334028
0.305 0.805 0.533037577104602
0.31 0.805 0.530838065271085
0.315 0.805 0.528712745001657
0.32 0.805 0.526659497813517
0.325 0.805 0.524676281306765
0.33 0.805 0.522761126052939
0.335 0.805 0.520912132627039
0.34 0.805 0.519127468773381
0.345 0.805 0.517405366696896
0.35 0.805 0.515744120472492
0.355 0.805 0.514142083565893
0.36 0.805 0.512597666460062
0.365 0.805 0.511109334381814
0.37 0.805 0.50967560512372
0.375 0.805 0.508295046956735
0.38 0.805 0.50696627662932
0.385 0.805 0.505687957449096
0.39 0.805 0.504458797443277
0.395 0.805 0.503277547594356
0.4 0.805 0.502143000147665
0.405 0.805 0.501053986987625
0.41 0.805 0.500009378079584
0.415 0.805 0.499008079974343
0.42 0.805 0.498049034372513
0.425 0.805 0.497131216746006
0.43 0.805 0.496253635014033
0.435 0.805 0.495415328271087
0.44 0.805 0.494615365564469
0.445 0.805 0.493852844718981
0.45 0.805 0.493126891206521
0.455 0.805 0.492436657058328
0.46 0.805 0.49178131981773
0.465 0.805 0.491160081531281
0.47 0.805 0.490572167776229
0.475 0.805 0.490016826722295
0.48 0.805 0.489493328225786
0.485 0.805 0.489000962954086
0.49 0.805 0.488539041538598
0.495 0.805 0.488106893754209
0.5 0.805 0.487703867723377
0.005 0.81 0.00887273169263324
0.01 0.81 0.231931739914616
0.015 0.81 0.513981169028813
0.02 0.81 0.627060625792221
0.025 0.81 0.683745367896938
0.03 0.81 0.716960669706614
0.035 0.81 0.738014104407045
0.04 0.81 0.751803958110336
0.045 0.81 0.760795183316257
0.05 0.81 0.766362383004341
0.055 0.81 0.769332499903923
0.06 0.81 0.770234721829304
0.065 0.81 0.769428020521891
0.07 0.81 0.767172110621603
0.075 0.81 0.76366991807873
0.08 0.81 0.759094350212235
0.085 0.81 0.753605314954532
0.09 0.81 0.747359682235773
0.095 0.81 0.740515411203235
0.1 0.81 0.73323066895009
0.105 0.81 0.725659050923767
0.11 0.81 0.717942590085033
0.115 0.81 0.71020465819838
0.12 0.81 0.702544746449883
0.125 0.81 0.695036381345717
0.13 0.81 0.687728358739887
0.135 0.81 0.680648520335913
0.14 0.81 0.6738088045726
0.145 0.81 0.667210344692691
0.15 0.81 0.660847779578552
0.155 0.81 0.654712425146023
0.16 0.81 0.648794332394714
0.165 0.81 0.643083461692302
0.17 0.81 0.63757025467002
0.175 0.81 0.632245846881665
0.18 0.81 0.627102093770781
0.185 0.81 0.622131515331806
0.19 0.81 0.617327215586555
0.195 0.81 0.612682802575022
0.2 0.81 0.608192318285525
0.205 0.81 0.603850180405672
0.21 0.81 0.599651134856634
0.215 0.81 0.595590217279272
0.22 0.81 0.591662721675844
0.225 0.81 0.587864174694331
0.23 0.81 0.584190314350432
0.235 0.81 0.580637072246896
0.24 0.81 0.577200558560365
0.245 0.81 0.573877049229092
0.25 0.81 0.570662974900532
0.255 0.81 0.567554911294544
0.26 0.81 0.564549570712604
0.265 0.81 0.561643794481282
0.27 0.81 0.558834546163137
0.275 0.81 0.556118905403149
0.28 0.81 0.553494062306147
0.285 0.81 0.550957312262034
0.29 0.81 0.548506051152383
0.295 0.81 0.546137770885145
0.3 0.81 0.543850055214557
0.305 0.81 0.541640575811545
0.31 0.81 0.539507088556305
0.315 0.81 0.537447430029926
0.32 0.81 0.535459514185901
0.325 0.81 0.533541329185602
0.33 0.81 0.531690934384363
0.335 0.81 0.529906457456821
0.34 0.81 0.528186091651807
0.345 0.81 0.526528093168386
0.35 0.81 0.524930778645678
0.355 0.81 0.523392522759945
0.36 0.81 0.521911755923121
0.365 0.81 0.520486962077523
0.37 0.81 0.519116676581921
0.375 0.81 0.517799484184566
0.38 0.81 0.516534017079051
0.385 0.81 0.515318953039185
0.39 0.81 0.514153013629261
0.395 0.81 0.513034962486326
0.4 0.81 0.511963603671194
0.405 0.81 0.510937780085136
0.41 0.81 0.509956371949285
0.415 0.81 0.509018295343919
0.42 0.81 0.508122500804909
0.425 0.81 0.507267971974693
0.43 0.81 0.506453724305252
0.435 0.81 0.50567880381061
0.44 0.81 0.504942285866494
0.445 0.81 0.504243274054832
0.45 0.81 0.503580899050817
0.455 0.81 0.50295431755036
0.46 0.81 0.502362711235749
0.465 0.81 0.501805285777416
0.47 0.81 0.501281269869712
0.475 0.81 0.500789914298641
0.48 0.81 0.500330491039508
0.485 0.81 0.499902292382429
0.49 0.81 0.499504630083685
0.495 0.81 0.499136834540852
0.5 0.81 0.498798253989623
0.005 0.815 0.0102151009182797
0.01 0.815 0.254862084334608
0.015 0.815 0.526653957250345
0.02 0.815 0.634295593307299
0.025 0.815 0.688729637459009
0.03 0.815 0.720829208050865
0.035 0.815 0.741276478464235
0.04 0.815 0.754730965406877
0.045 0.815 0.763549874920937
0.05 0.815 0.769053169773445
0.055 0.815 0.772037504802956
0.06 0.815 0.773013861332275
0.065 0.815 0.772329194629053
0.07 0.815 0.770234267231222
0.075 0.815 0.766924332545385
0.08 0.815 0.762564877722031
0.085 0.815 0.757308145727177
0.09 0.815 0.751303046998381
0.095 0.815 0.744699628969361
0.1 0.815 0.737648824611056
0.105 0.815 0.730298404190646
0.11 0.815 0.722786577578347
0.115 0.815 0.715235139618487
0.12 0.815 0.707744057326187
0.125 0.815 0.700388830609168
0.13 0.815 0.693221006663595
0.135 0.815 0.686271291560709
0.14 0.815 0.679554139458149
0.145 0.815 0.673072633252794
0.15 0.815 0.666822777164491
0.155 0.815 0.660796766568951
0.16 0.815 0.654985184235212
0.165 0.815 0.649378302470697
0.17 0.815 0.643966750868454
0.175 0.815 0.638741790759411
0.18 0.815 0.633695376183247
0.185 0.815 0.628820115989204
0.19 0.815 0.624109200758945
0.195 0.815 0.619556325247621
0.2 0.815 0.61515561859096
0.205 0.815 0.610901585555643
0.21 0.815 0.606789058400822
0.215 0.815 0.602813157743266
0.22 0.815 0.598969260692223
0.225 0.815 0.595252974743938
0.23 0.815 0.591660116216177
0.235 0.815 0.58818669226485
0.24 0.815 0.584828885736982
0.245 0.815 0.581583042279987
0.25 0.815 0.578445659255148
0.255 0.815 0.575413376101915
0.26 0.815 0.572482965875964
0.265 0.815 0.569651327743129
0.27 0.815 0.56691548025729
0.275 0.815 0.564272555286267
0.28 0.815 0.561719792477735
0.285 0.815 0.559254534179257
0.29 0.815 0.556874220743728
0.295 0.815 0.554576386165191
0.3 0.815 0.552358654000635
0.305 0.815 0.550218733541894
0.31 0.815 0.548154416208454
0.315 0.815 0.546163572137262
0.32 0.815 0.544244146949857
0.325 0.815 0.542394158680482
0.33 0.815 0.540611694851512
0.335 0.815 0.538894909684632
0.34 0.815 0.537242021437931
0.345 0.815 0.535651309860419
0.35 0.815 0.534121113756575
0.355 0.815 0.532649828654423
0.36 0.815 0.531235904571349
0.365 0.815 0.529877843872434
0.37 0.815 0.528574199216604
0.375 0.815 0.527323571586239
0.38 0.815 0.52612460839623
0.385 0.815 0.524976001678771
0.39 0.815 0.523876486340364
0.395 0.815 0.522824838487732
0.4 0.815 0.521819873819503
0.405 0.815 0.520860446080688
0.41 0.815 0.519945445577053
0.415 0.815 0.51907379774668
0.42 0.815 0.518244461786025
0.425 0.815 0.517456429327938
0.43 0.815 0.516708723169151
0.435 0.815 0.516000396044814
0.44 0.815 0.515330529447736
0.445 0.815 0.514698232490032
0.45 0.815 0.514102640804908
0.455 0.815 0.513542915486394
0.46 0.815 0.513018242064807
0.465 0.815 0.512527829515807
0.47 0.815 0.512070909300876
0.475 0.815 0.511646734437066
0.48 0.815 0.511254578593874
0.485 0.815 0.510893735215027
0.49 0.815 0.510563516662991
0.495 0.815 0.510263253383911
0.5 0.815 0.509992293090656
0.005 0.82 0.0117872352781563
0.01 0.82 0.27774253064348
0.015 0.82 0.538545988950221
0.02 0.82 0.641113188593414
0.025 0.82 0.693441362283281
0.03 0.82 0.724493649115104
0.035 0.82 0.744371918187948
0.04 0.82 0.757512898717785
0.045 0.82 0.766172803187214
0.05 0.82 0.771620217400241
0.055 0.82 0.774623266026307
0.06 0.82 0.775675775470444
0.065 0.82 0.775113394935632
0.07 0.82 0.773178487384883
0.075 0.82 0.770059123069761
0.08 0.82 0.76591383639737
0.085 0.82 0.760887651403467
0.09 0.82 0.755121911347291
0.095 0.82 0.748759037511387
0.1 0.82 0.741942854784542
0.105 0.82 0.734815248403712
0.11 0.82 0.727510379398739
0.115 0.82 0.720148141242088
0.12 0.82 0.712828645767387
0.125 0.82 0.705629111046117
0.13 0.82 0.698603700530584
0.135 0.82 0.69178596852027
0.14 0.82 0.685192953599027
0.145 0.82 0.678829796595225
0.15 0.82 0.672693976706251
0.155 0.82 0.666778657145998
0.16 0.82 0.661075012073503
0.165 0.82 0.655573659100757
0.17 0.82 0.650265429716204
0.175 0.82 0.645141712688157
0.18 0.82 0.640194555632378
0.185 0.82 0.635416648198057
0.19 0.82 0.63080125849666
0.195 0.82 0.626342159012605
0.2 0.82 0.622033557522034
0.205 0.82 0.617870037988999
0.21 0.82 0.613846511774808
0.215 0.82 0.609958177854844
0.22 0.82 0.606200490404334
0.225 0.82 0.602569132258366
0.23 0.82 0.599059993015865
0.235 0.82 0.595669150813188
0.24 0.82 0.592392857005821
0.245 0.82 0.589227523164586
0.25 0.82 0.586169709923002
0.255 0.82 0.58321611731316
0.26 0.82 0.580363576305387
0.265 0.82 0.577609041327528
0.27 0.82 0.574949583586766
0.275 0.82 0.572382385053719
0.28 0.82 0.569904732997361
0.285 0.82 0.567514014981947
0.29 0.82 0.565207714254904
0.295 0.82 0.562983405468692
0.3 0.82 0.560838750690702
0.305 0.82 0.558771495664036
0.31 0.82 0.556779466288955
0.315 0.82 0.554860565300291
0.32 0.82 0.553012769120509
0.325 0.82 0.551234124871565
0.33 0.82 0.549522747531544
0.335 0.82 0.547876817224213
0.34 0.82 0.546294576631474
0.345 0.82 0.544774328520066
0.35 0.82 0.543314433375061
0.355 0.82 0.541913307133597
0.36 0.82 0.54056941901305
0.365 0.82 0.539281289428456
0.37 0.82 0.53804748799449
0.375 0.82 0.536866631607717
0.38 0.82 0.535737382605172
0.385 0.82 0.534658446995585
0.39 0.82 0.533628572759844
0.395 0.82 0.53264654821744
0.4 0.82 0.531711200455825
0.405 0.82 0.530821393819772
0.41 0.82 0.529976028457923
0.415 0.82 0.529174038923828
0.42 0.82 0.528414392828876
0.425 0.82 0.527696089544585
0.43 0.82 0.527018158951795
0.435 0.82 0.526379660234365
0.44 0.82 0.525779680715011
0.445 0.82 0.52521733473098
0.45 0.82 0.524691762547266
0.455 0.82 0.524202129305093
0.46 0.82 0.523747624003418
0.465 0.82 0.523327458511177
0.47 0.82 0.522940866607996
0.475 0.82 0.522587103051061
0.48 0.82 0.522265442665798
0.485 0.82 0.521975179457933
0.49 0.82 0.521715625744453
0.495 0.82 0.521486111300867
0.5 0.82 0.521285982522025
0.005 0.825 0.0136321275587324
0.01 0.825 0.300312615264641
0.015 0.825 0.549711116263185
0.02 0.825 0.64754059876614
0.025 0.825 0.697895534184739
0.03 0.825 0.727963535468528
0.035 0.825 0.747307162902818
0.04 0.825 0.760154909225656
0.045 0.825 0.768668167360554
0.05 0.825 0.774067140603343
0.055 0.825 0.777093040997385
0.06 0.825 0.778223509981404
0.065 0.825 0.777783547649004
0.07 0.825 0.776007630495718
0.075 0.825 0.773077103371781
0.08 0.825 0.769143989956269
0.085 0.825 0.764346523763757
0.09 0.825 0.758818866443892
0.095 0.825 0.752696105207025
0.1 0.825 0.746115101732778
0.105 0.825 0.739211821687595
0.11 0.825 0.732116173663285
0.115 0.825 0.724945834885044
0.12 0.825 0.717800723599818
0.125 0.825 0.710759499390259
0.13 0.825 0.703878779881429
0.135 0.825 0.697194928179123
0.14 0.825 0.690727622380817
0.145 0.825 0.684484166635819
0.15 0.825 0.67846362995057
0.155 0.825 0.672660240970539
0.16 0.825 0.667065834588888
0.165 0.825 0.661671415229447
0.17 0.825 0.656468036064167
0.175 0.825 0.651447218708098
0.18 0.825 0.646601101524558
0.185 0.825 0.641922448105422
0.19 0.825 0.637404595692406
0.195 0.825 0.633041385845534
0.2 0.825 0.628827096656079
0.205 0.825 0.624756383507714
0.21 0.825 0.620824229687367
0.215 0.825 0.617025905941001
0.22 0.825 0.613356937474931
0.225 0.825 0.609813076940579
0.23 0.825 0.606390282167673
0.235 0.825 0.60308469765686
0.24 0.825 0.599892639054812
0.245 0.825 0.596810580004625
0.25 0.825 0.593835140896777
0.255 0.825 0.590963079148537
0.26 0.825 0.588191280719349
0.265 0.825 0.585516752631558
0.27 0.825 0.582936616314088
0.275 0.825 0.580448101624424
0.28 0.825 0.578048541433805
0.285 0.825 0.575735366683815
0.29 0.825 0.573506101840861
0.295 0.825 0.571358360689508
0.3 0.825 0.569289842417092
0.305 0.825 0.567298327951068
0.31 0.825 0.565381676517813
0.315 0.825 0.563537822397259
0.32 0.825 0.561764771852339
0.325 0.825 0.56006060021585
0.33 0.825 0.558423449120233
0.335 0.825 0.556851523858098
0.34 0.825 0.555343090863202
0.345 0.825 0.553896475303048
0.35 0.825 0.552510058775506
0.355 0.825 0.551182277102826
0.36 0.825 0.549911618217174
0.365 0.825 0.548696620132485
0.37 0.825 0.547535868997944
0.375 0.825 0.546427997228808
0.38 0.825 0.545371681710666
0.385 0.825 0.544365642073486
0.39 0.825 0.543408639032064
0.395 0.825 0.542499472789681
0.4 0.825 0.541636981501926
0.405 0.825 0.540820039797814
0.41 0.825 0.540047557355404
0.415 0.825 0.53931847752927
0.42 0.825 0.538631776027206
0.425 0.825 0.537986459633666
0.43 0.825 0.537381564977451
0.435 0.825 0.536816157341238
0.44 0.825 0.536289329510527
0.445 0.825 0.535800200659661
0.45 0.825 0.535347915272523
0.455 0.825 0.534931642095557
0.46 0.825 0.534550573120693
0.465 0.825 0.534203922595767
0.47 0.825 0.533890926059942
0.475 0.825 0.533610839401582
0.48 0.825 0.533362937935927
0.485 0.825 0.53314651549983
0.49 0.825 0.532960883560622
0.495 0.825 0.532805370336051
0.5 0.825 0.53267931992199
0.005 0.83 0.015801151175655
0.01 0.83 0.322356219041244
0.015 0.83 0.560199500320038
0.02 0.83 0.653602266748302
0.025 0.83 0.702105584684213
0.03 0.83 0.731247381947656
0.035 0.83 0.750088194717643
0.04 0.83 0.762661545547525
0.045 0.83 0.771039660740858
0.05 0.83 0.77639711273709
0.055 0.83 0.779449691427086
0.06 0.83 0.780659748950223
0.065 0.83 0.780342244314723
0.07 0.83 0.778724244236701
0.075 0.83 0.775980796282132
0.08 0.83 0.772257831123197
0.085 0.83 0.767687202720927
0.09 0.83 0.762396269222514
0.095 0.83 0.75651308108941
0.1 0.83 0.750167699427948
0.105 0.83 0.743490161172687
0.11 0.83 0.736605942795354
0.115 0.83 0.729630203075335
0.12 0.83 0.722662324047682
0.125 0.83 0.715782110509532
0.13 0.83 0.709048444752456
0.135 0.83 0.702500433678114
0.14 0.83 0.696160433284305
0.145 0.83 0.690038010873419
0.15 0.83 0.68413394372917
0.155 0.83 0.678443632376589
0.16 0.83 0.672959652000859
0.165 0.83 0.66767344436316
0.17 0.83 0.662576310853595
0.175 0.83 0.657659915804483
0.18 0.83 0.652916488173349
0.185 0.83 0.648338860125418
0.19 0.83 0.643920430422092
0.195 0.83 0.639655101459485
0.2 0.83 0.635537213543539
0.205 0.83 0.631561485829702
0.21 0.83 0.627722966432696
0.215 0.83 0.624016991327645
0.22 0.83 0.620439150740083
0.225 0.83 0.616985261619003
0.23 0.83 0.613651344961832
0.235 0.83 0.61043360699035
0.24 0.83 0.607328423385837
0.245 0.83 0.604332325962706
0.25 0.83 0.601441991294348
0.255 0.83 0.598654230909517
0.26 0.83 0.595965982758824
0.265 0.83 0.593374303714155
0.27 0.83 0.590876362913172
0.275 0.83 0.588469435799749
0.28 0.83 0.586150898741495
0.285 0.83 0.583918224129456
0.29 0.83 0.581768975883919
0.295 0.83 0.579700805305152
0.3 0.83 0.577711447219755
0.305 0.83 0.575798716382653
0.31 0.83 0.573960504102232
0.315 0.83 0.57219477506206
0.32 0.83 0.570499564317393
0.325 0.83 0.568872974448404
0.33 0.83 0.567313172855181
0.335 0.83 0.565818389181875
0.34 0.83 0.564386912859429
0.345 0.83 0.563017090757783
0.35 0.83 0.561707324939807
0.355 0.83 0.560456070510166
0.36 0.83 0.559261833553168
0.365 0.83 0.558123169154331
0.37 0.83 0.557038679500912
0.375 0.83 0.556007012057128
0.38 0.83 0.555026857810112
0.385 0.83 0.554096949582987
0.39 0.83 0.553216060411669
0.395 0.83 0.5523830019822
0.4 0.83 0.551596623125588
0.405 0.83 0.55085580836729
0.41 0.83 0.550159476528527
0.415 0.83 0.549506579376775
0.42 0.83 0.548896100322811
0.425 0.83 0.548327053161742
0.43 0.83 0.547798480855525
0.435 0.83 0.547309454354455
0.44 0.83 0.546859071455155
0.445 0.83 0.546446455692567
0.45 0.83 0.546070755263441
0.455 0.83 0.54573114197876
0.46 0.83 0.545426810242503
0.465 0.83 0.545156976054061
0.47 0.83 0.544920876031515
0.475 0.83 0.544717766452875
0.48 0.83 0.544546922312188
0.485 0.83 0.54440763638729
0.49 0.83 0.544299218315659
0.495 0.83 0.544220993674632
0.5 0.83 0.544172303061845
0.005 0.835 0.0183556088644206
0.01 0.835 0.343705201351565
0.015 0.835 0.570057476066509
0.02 0.835 0.659320138709171
0.025 0.835 0.706083510944636
0.03 0.835 0.734352743123013
0.035 0.835 0.7527202774415
0.04 0.835 0.76503677715361
0.045 0.835 0.773290484905776
0.05 0.835 0.778612874162026
0.055 0.835 0.781695687734264
0.06 0.835 0.782986816415201
0.065 0.835 0.78279174130409
0.07 0.835 0.781330562349651
0.075 0.835 0.77877243017517
0.08 0.835 0.775257576943353
0.085 0.835 0.770911870795026
0.09 0.835 0.765856236345595
0.095 0.835 0.760211988589532
0.1 0.835 0.754102567251221
0.105 0.835 0.747652096559097
0.11 0.835 0.740981466593387
0.115 0.835 0.73420303117862
0.12 0.835 0.727415292683563
0.125 0.835 0.720698887405599
0.13 0.835 0.714114745411441
0.135 0.835 0.707704624719991
0.14 0.835 0.701493577727263
0.145 0.835 0.695493526139477
0.15 0.835 0.689707075648128
0.155 0.835 0.684130913276037
0.16 0.835 0.678758444606069
0.165 0.835 0.673581609152707
0.17 0.835 0.668591990786119
0.175 0.835 0.663781411717605
0.18 0.835 0.659142194609562
0.185 0.835 0.654667236684779
0.19 0.835 0.650349991606739
0.195 0.835 0.646184414887442
0.2 0.835 0.642164901224655
0.205 0.835 0.638286226056145
0.21 0.835 0.634543495324052
0.215 0.835 0.630932103753398
0.22 0.835 0.627447700614894
0.225 0.835 0.624086161654884
0.23 0.835 0.620843565977552
0.235 0.835 0.61771617687052
0.24 0.835 0.614700425768479
0.245 0.835 0.611792898720724
0.25 0.835 0.608990324864697
0.255 0.835 0.606289566514121
0.26 0.835 0.603687610553263
0.265 0.835 0.601181560893391
0.27 0.835 0.598768631798073
0.275 0.835 0.596446141923511
0.28 0.835 0.594211508951242
0.285 0.835 0.592062244715084
0.29 0.835 0.589995950743595
0.295 0.835 0.588010314154674
0.3 0.835 0.586103103851134
0.305 0.835 0.584272166975761
0.31 0.835 0.582515425592113
0.315 0.835 0.580830873563455
0.32 0.835 0.579216573607192
0.325 0.835 0.577670654506042
0.33 0.835 0.576191308460418
0.335 0.835 0.57477678856898
0.34 0.835 0.573425406426379
0.345 0.835 0.572135529828836
0.35 0.835 0.570905580579552
0.355 0.835 0.569734032386995
0.36 0.835 0.56861940884996
0.365 0.835 0.567560281524052
0.37 0.835 0.566555268064737
0.375 0.835 0.565603030442643
0.38 0.835 0.564702273227107
0.385 0.835 0.563851741934318
0.39 0.835 0.563050221436627
0.395 0.835 0.562296534429808
0.4 0.835 0.561589539955226
0.405 0.835 0.560928131973983
0.41 0.835 0.56031123799023
0.415 0.835 0.559737817720917
0.42 0.835 0.559206861809287
0.425 0.835 0.558717390579492
0.43 0.835 0.558268452829703
0.435 0.835 0.557859124661095
0.44 0.835 0.55748850834008
0.445 0.835 0.557155731191093
0.45 0.835 0.556859944517234
0.455 0.835 0.556600322545915
0.46 0.835 0.556376061396618
0.465 0.835 0.556186378067706
0.47 0.835 0.556030509439049
0.475 0.835 0.555907711287051
0.48 0.835 0.55581725730839
0.485 0.835 0.555758438148495
0.49 0.835 0.555730560430405
0.495 0.835 0.555732945779238
0.5 0.835 0.555764929836974
0.005 0.84 0.0213684772115885
0.01 0.84 0.364238000541997
0.015 0.84 0.579327567121727
0.02 0.84 0.66471388046922
0.025 0.84 0.709839981811318
0.03 0.84 0.737286268200317
0.035 0.84 0.755207986622606
0.04 0.84 0.767284010938814
0.045 0.84 0.775423358323739
0.05 0.84 0.780716735829273
0.055 0.84 0.783833109273152
0.06 0.84 0.785206674236096
0.065 0.84 0.785133955932632
0.07 0.84 0.783828499393761
0.075 0.84 0.781453932603234
0.08 0.84 0.778145161518024
0.085 0.84 0.774022445189159
0.09 0.84 0.769200635907982
0.095 0.84 0.763794617160256
0.1 0.84 0.757921401713038
0.105 0.84 0.751699241861133
0.11 0.84 0.745244313642787
0.115 0.84 0.738665897988103
0.12 0.84 0.732061276878035
0.125 0.84 0.725511589657658
0.13 0.84 0.719079570448468
0.135 0.84 0.712809506274285
0.14 0.84 0.706729141313519
0.145 0.84 0.700852830983201
0.15 0.84 0.695185128742073
0.155 0.84 0.689724129822581
0.16 0.84 0.68446417097175
0.165 0.84 0.679397760592556
0.17 0.84 0.674516808082837
0.175 0.84 0.669813314943592
0.18 0.84 0.66527970463018
0.185 0.84 0.660908938221254
